State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Springfield,Soil,Inorganic Fertilizers,0.79
Illinois,Springfield,Water,Inferior Irrigation,-0.28
Illinois,Springfield,Air,Solid Waste,2.44
Illinois,Springfield,Soil,Urban Activities,3.61
Illinois,Springfield,Water,Industrial,-0.78
Illinois,Springfield,Air,Oxygen-depletion,5.64
Illinois,Springfield,Soil,Groundwater,9.09
Illinois,Springfield,Water,Surface water,10.7
Illinois,Springfield,Air,Chemical,10.08
Illinois,Springfield,Soil,Thermal,9.55
Illinois,Springfield,Water,Light,13.07
Illinois,Springfield,Air,Noise,17.67
Illinois,Springfield,Soil,Inorganic Fertilizers,20.51
Illinois,Springfield,Water,Inferior Irrigation,22.76
Illinois,Springfield,Air,Solid Waste,24.76
Massachusetts,Champaign,Soil,Inorganic Fertilizers,26.79
Massachusetts,Champaign,Water,Inferior Irrigation,29.13
Massachusetts,Champaign,Air,Solid Waste,30.24
Massachusetts,Champaign,Soil,Urban Activities,31.63
Massachusetts,Champaign,Water,Industrial,35.36
Massachusetts,Champaign,Air,Oxygen-depletion,36.37
Massachusetts,Champaign,Soil,Groundwater,38.82
Massachusetts,Champaign,Water,Surface water,38.39
Massachusetts,Champaign,Air,Chemical,41.16
Massachusetts,Champaign,Soil,Thermal,41.27
Massachusetts,Champaign,Water,Light,41.39
Massachusetts,Champaign,Air,Noise,44.42
Massachusetts,Champaign,Soil,Inorganic Fertilizers,48.65
Massachusetts,Champaign,Water,Inferior Irrigation,48.07
Massachusetts,Champaign,Air,Solid Waste,48.4
Maryland,Chicago,Soil,Inorganic Fertilizers,51.17
Maryland,Chicago,Water,Inferior Irrigation,53.33
Maryland,Chicago,Air,Solid Waste,58.69
Maryland,Chicago,Soil,Urban Activities,62.65
Maryland,Chicago,Water,Industrial,62.03
Maryland,Chicago,Air,Oxygen-depletion,66.69
Maryland,Chicago,Soil,Groundwater,66.64
Maryland,Chicago,Water,Surface water,70.89
Maryland,Chicago,Air,Chemical,70.36
Maryland,Chicago,Soil,Thermal,70.67
Maryland,Chicago,Water,Light,73.57
Maryland,Chicago,Air,Noise,74.82
Maryland,Chicago,Soil,Inorganic Fertilizers,75.78
Maryland,Chicago,Water,Inferior Irrigation,76.11
Maryland,Chicago,Air,Solid Waste,78.08
Illinois,Cambridge,Soil,Inorganic Fertilizers,79.56
Illinois,Cambridge,Water,Inferior Irrigation,80.08
Illinois,Cambridge,Air,Solid Waste,81.2
