Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2020,Meat,Duck,384.15
Import,2020,Dairy,Lamb,384.63
Import,2020,Cereals,Cream,130.1
Import,2020,Meat,Butter,388.8
Import,2020,Dairy,Seeds,650.96
Import,2020,Cereals,Wheat,397.97
Import,2020,Meat,Soybeans,781.72
Import,2020,Dairy,Duck,661.95
Import,2020,Cereals,Lamb,919.68
Import,2022,Meat,Duck,664.95
Import,2022,Dairy,Lamb,792.23
Import,2022,Cereals,Cream,26.85
Import,2022,Meat,Butter,667.0
Import,2022,Dairy,Seeds,33.32
Import,2022,Cereals,Wheat,679.68
Import,2022,Meat,Soybeans,685.28
Import,2022,Dairy,Duck,819.18
Import,2022,Cereals,Lamb,823.69
Import,2015,Meat,Duck,444.49
Import,2015,Dairy,Lamb,833.68
Import,2015,Cereals,Cream,578.08
Import,2015,Meat,Butter,708.9
Import,2015,Dairy,Seeds,333.75
Import,2015,Cereals,Wheat,723.05
Import,2015,Meat,Soybeans,726.69
Import,2015,Dairy,Duck,342.65
Import,2015,Cereals,Lamb,89.69
Import,2020,Meat,Duck,481.77
Import,2020,Dairy,Lamb,490.87
Import,2020,Cereals,Cream,756.59
Import,2020,Meat,Butter,885.06
Import,2020,Dairy,Seeds,762.93
Import,2020,Cereals,Wheat,252.5
Import,2020,Meat,Soybeans,253.8
Import,2020,Dairy,Duck,638.13
Import,2020,Cereals,Lamb,255.46
