Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2016,Q3,Dairy,Yoghurt,645.47
Export,2016,Q3,Cereals,Milk,390.49
Export,2016,Q3,Dairy,Rice,136.3
Export,2016,Q3,Cereals,Wheat,652.0
Export,2016,Q3,Dairy,Seeds,525.39
Export,2016,Q3,Cereals,Yoghurt,918.27
Export,2019,Q3,Dairy,Yoghurt,796.83
Export,2019,Q3,Cereals,Milk,796.7
Export,2019,Q3,Dairy,Rice,933.29
Export,2019,Q3,Cereals,Wheat,299.65
Export,2019,Q3,Dairy,Seeds,945.29
Export,2019,Q3,Cereals,Yoghurt,949.94
Export,2022,Q3,Dairy,Yoghurt,438.87
Export,2022,Q3,Cereals,Milk,695.41
Export,2022,Q3,Dairy,Rice,184.56
Export,2022,Q3,Cereals,Wheat,703.57
Export,2022,Q3,Dairy,Seeds,961.95
Export,2022,Q3,Cereals,Yoghurt,327.8
Export,2016,Q3,Dairy,Yoghurt,711.34
Export,2016,Q3,Cereals,Milk,340.4
Export,2016,Q3,Dairy,Rice,213.58
Export,2016,Q3,Cereals,Wheat,486.48
Export,2016,Q3,Dairy,Seeds,872.54
Export,2016,Q3,Cereals,Yoghurt,123.03
Export,2019,Q3,Dairy,Yoghurt,367.09
Export,2019,Q3,Cereals,Milk,756.35
Export,2019,Q3,Dairy,Rice,117.68
Export,2019,Q3,Cereals,Wheat,372.13
Export,2019,Q3,Dairy,Seeds,247.16
Export,2019,Q3,Cereals,Yoghurt,379.72
