Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q3,July,California,Malibu,5.86
Residential,Hotel,Q2,August,California,Malibu,6.49
Residential,Hotel,Q3,April,California,Malibu,6.29
Residential,Hotel,Q2,June,California,Malibu,10.57
Service,Apartment,Q3,July,California,Malibu,12.21
Service,Apartment,Q2,August,California,Malibu,26.89
Service,Apartment,Q3,April,California,Malibu,33.93
Service,Apartment,Q2,June,California,Malibu,38.14
Residential,House,Q3,July,California,Malibu,43.02
Residential,House,Q2,August,California,Malibu,45.68
Residential,House,Q3,April,California,Malibu,60.88
Residential,House,Q2,June,California,Malibu,62.91
Service,Library,Q3,July,California,Malibu,64.72
Service,Library,Q2,August,California,Malibu,65.98
Service,Library,Q3,April,California,Malibu,66.12
Service,Library,Q2,June,California,Malibu,72.45
Residential,Administration,Q3,July,California,Malibu,73.9
Residential,Administration,Q2,August,California,Malibu,73.73
Residential,Administration,Q3,April,California,Malibu,75.38
Residential,Administration,Q2,June,California,Malibu,79.31
Service,School,Q3,July,California,Malibu,81.7
Service,School,Q2,August,California,Malibu,89.6
Service,School,Q3,April,California,Malibu,98.35
Service,School,Q2,June,California,Malibu,98.28
