Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,School,Q2,May,0.79
Service,School,Q3,June,0.71
Service,School,Q4,September,7.81
Service,School,Q2,July,7.41
Service,School,Q3,October,10.72
Service,School,Q4,November,10.26
Residential,Administration,Q2,May,12.35
Residential,Administration,Q3,June,14.79
Residential,Administration,Q4,September,15.9
Residential,Administration,Q2,July,18.62
Residential,Administration,Q3,October,18.02
Residential,Administration,Q4,November,20.73
Culture,Hotel,Q2,May,22.73
Culture,Hotel,Q3,June,23.72
Culture,Hotel,Q4,September,25.5
Culture,Hotel,Q2,July,26.33
Culture,Hotel,Q3,October,26.83
Culture,Hotel,Q4,November,34.07
Service,House,Q2,May,34.45
Service,House,Q3,June,35.81
Service,House,Q4,September,37.07
Service,House,Q2,July,42.84
Service,House,Q3,October,43.54
Service,House,Q4,November,49.39
Residential,Apartment,Q2,May,49.25
Residential,Apartment,Q3,June,53.89
Residential,Apartment,Q4,September,57.54
Residential,Apartment,Q2,July,59.29
Residential,Apartment,Q3,October,61.38
Residential,Apartment,Q4,November,61.76
Culture,Concert,Q2,May,66.78
Culture,Concert,Q3,June,69.07
Culture,Concert,Q4,September,76.9
Culture,Concert,Q2,July,78.93
Culture,Concert,Q3,October,80.16
Culture,Concert,Q4,November,84.83
Service,Museum,Q2,May,85.37
Service,Museum,Q3,June,86.79
Service,Museum,Q4,September,87.1
Service,Museum,Q2,July,88.84
Service,Museum,Q3,October,90.47
Service,Museum,Q4,November,98.76
