Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2016,Q2,Cereals,Corn,896.55
Import,2016,Q2,Dairy,Soybeans,399.83
Import,2016,Q2,Cereals,Seeds,272.42
Import,2016,Q2,Dairy,Yoghurt,16.29
Import,2016,Q2,Cereals,Cheese,791.52
Import,2016,Q2,Dairy,Corn,930.99
Import,2015,Q2,Cereals,Corn,812.69
Import,2015,Q2,Dairy,Soybeans,47.92
Import,2015,Q2,Cereals,Seeds,950.04
Import,2015,Q2,Dairy,Yoghurt,571.55
Import,2015,Q2,Cereals,Cheese,582.1
Import,2015,Q2,Dairy,Corn,970.11
Import,2016,Q2,Cereals,Corn,587.85
Import,2016,Q2,Dairy,Soybeans,473.88
Import,2016,Q2,Cereals,Seeds,604.49
Import,2016,Q2,Dairy,Yoghurt,351.27
Import,2016,Q2,Cereals,Cheese,868.11
Import,2016,Q2,Dairy,Corn,362.25
Import,2015,Q2,Cereals,Corn,491.34
Import,2015,Q2,Dairy,Soybeans,114.78
Import,2015,Q2,Cereals,Seeds,885.32
Import,2015,Q2,Dairy,Yoghurt,630.72
Import,2015,Q2,Cereals,Cheese,889.4
Import,2015,Q2,Dairy,Corn,506.39
