Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q4,November,2.86
Culture,Museum,Q1,December,2.47
Culture,Museum,Q2,March,6.07
Culture,Museum,Q4,February,7.78
Culture,Museum,Q1,June,8.07
Culture,Museum,Q2,May,10.71
Production,Concert,Q4,November,11.11
Production,Concert,Q1,December,12.41
Production,Concert,Q2,March,14.24
Production,Concert,Q4,February,19.21
Production,Concert,Q1,June,23.67
Production,Concert,Q2,May,24.6
Culture,Factory,Q4,November,26.92
Culture,Factory,Q1,December,39.43
Culture,Factory,Q2,March,40.86
Culture,Factory,Q4,February,41.53
Culture,Factory,Q1,June,45.65
Culture,Factory,Q2,May,46.44
Production,Workshop,Q4,November,46.83
Production,Workshop,Q1,December,64.67
Production,Workshop,Q2,March,68.47
Production,Workshop,Q4,February,76.53
Production,Workshop,Q1,June,79.92
Production,Workshop,Q2,May,85.37
