Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2016,Q3,Beverage,Coffee,517.83
Import,2016,Q3,Dairy,Soda,262.64
Import,2016,Q3,Cereals,Juice,647.89
Import,2016,Q3,Beverage,Milk,773.34
Import,2016,Q3,Dairy,Cream,778.75
Import,2016,Q3,Cereals,Oats,524.34
Import,2016,Q3,Beverage,Soybeans,785.01
Import,2016,Q3,Dairy,Seeds,531.32
Import,2016,Q3,Cereals,Coffee,275.41
Import,2021,Q3,Beverage,Coffee,405.31
Import,2021,Q3,Dairy,Soda,150.57
Import,2021,Q3,Cereals,Juice,153.23
Import,2021,Q3,Beverage,Milk,665.04
Import,2021,Q3,Dairy,Cream,282.87
Import,2021,Q3,Cereals,Oats,287.86
Import,2021,Q3,Beverage,Soybeans,288.36
Import,2021,Q3,Dairy,Seeds,801.04
Import,2021,Q3,Cereals,Coffee,934.63
Import,2016,Q3,Beverage,Coffee,430.46
Import,2016,Q3,Dairy,Soda,823.05
Import,2016,Q3,Cereals,Juice,568.72
Import,2016,Q3,Beverage,Milk,440.2
Import,2016,Q3,Dairy,Cream,314.21
Import,2016,Q3,Cereals,Oats,826.13
Import,2016,Q3,Beverage,Soybeans,567.31
Import,2016,Q3,Dairy,Seeds,835.82
Import,2016,Q3,Cereals,Coffee,709.82
Import,2021,Q3,Beverage,Coffee,837.79
Import,2021,Q3,Dairy,Soda,81.82
Import,2021,Q3,Cereals,Juice,338.66
Import,2021,Q3,Beverage,Milk,468.2
Import,2021,Q3,Dairy,Cream,85.34
Import,2021,Q3,Cereals,Oats,731.57
Import,2021,Q3,Beverage,Soybeans,604.8
Import,2021,Q3,Dairy,Seeds,98.69
Import,2021,Q3,Cereals,Coffee,882.49
