Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2017,Cereals,Seeds,512.34
Import,2017,Meat,Corn,267.75
Import,2017,Cereals,Pork,271.92
Import,2017,Meat,Lamb,785.56
Import,2017,Cereals,Chicken,670.74
Import,2017,Meat,Seeds,806.14
Import,2021,Cereals,Seeds,302.44
Import,2021,Meat,Corn,46.66
Import,2021,Cereals,Pork,948.51
Import,2021,Meat,Lamb,697.12
Import,2021,Cereals,Chicken,702.75
Import,2021,Meat,Seeds,712.84
Import,2020,Cereals,Seeds,719.35
Import,2020,Meat,Corn,596.69
Import,2020,Cereals,Pork,597.39
Import,2020,Meat,Lamb,351.48
Import,2020,Cereals,Chicken,608.1
Import,2020,Meat,Seeds,609.19
Import,2017,Cereals,Seeds,616.32
Import,2017,Meat,Corn,489.23
Import,2017,Cereals,Pork,880.55
Import,2017,Meat,Lamb,371.16
Import,2017,Cereals,Chicken,378.7
Import,2017,Meat,Seeds,639.38
