Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q4,October,4.43
Residential,House,Q1,November,7.95
Residential,House,Q4,December,15.55
Residential,House,Q1,January,16.66
Residential,House,Q4,February,15.37
Residential,House,Q1,October,18.4
Service,Hotel,Q4,October,20.71
Service,Hotel,Q1,November,28.44
Service,Hotel,Q4,December,34.97
Service,Hotel,Q1,January,38.64
Service,Hotel,Q4,February,40.54
Service,Hotel,Q1,October,40.43
Residential,School,Q4,October,46.71
Residential,School,Q1,November,47.34
Residential,School,Q4,December,48.65
Residential,School,Q1,January,49.77
Residential,School,Q4,February,51.84
Residential,School,Q1,October,53.93
Service,Hospital,Q4,October,58.66
Service,Hospital,Q1,November,58.04
Service,Hospital,Q4,December,58.07
Service,Hospital,Q1,January,62.3
Service,Hospital,Q4,February,63.93
Service,Hospital,Q1,October,65.71
Residential,Administration,Q4,October,69.04
Residential,Administration,Q1,November,72.11
Residential,Administration,Q4,December,77.68
Residential,Administration,Q1,January,79.13
Residential,Administration,Q4,February,93.55
Residential,Administration,Q1,October,98.43
