Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q2,May,Nevada,Las Vegas,97.61
Residential,Apartment,Q4,June,Massachusetts,Cambridge,2.32
Residential,Apartment,Q2,November,Nevada,Las Vegas,99.43
Residential,Apartment,Q4,October,Massachusetts,Cambridge,71.01
Culture,House,Q2,May,Nevada,Las Vegas,8.98
Culture,House,Q4,June,Massachusetts,Cambridge,72.47
Culture,House,Q2,November,Nevada,Las Vegas,91.97
Culture,House,Q4,October,Massachusetts,Cambridge,9.87
Residential,Museum,Q2,May,Nevada,Las Vegas,73.9
Residential,Museum,Q4,June,Massachusetts,Cambridge,80.0
Residential,Museum,Q2,November,Nevada,Las Vegas,49.02
Residential,Museum,Q4,October,Massachusetts,Cambridge,81.05
Culture,Theatre,Q2,May,Nevada,Las Vegas,85.13
Culture,Theatre,Q4,June,Massachusetts,Cambridge,53.37
Culture,Theatre,Q2,November,Nevada,Las Vegas,27.24
Culture,Theatre,Q4,October,Massachusetts,Cambridge,28.21
