State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Flint,2020,Water,Oxygen-depletion,4.99
Michigan,Flint,2020,Air,Surface water,14.89
Michigan,Flint,2020,Soil,Chemical,15.57
Michigan,Flint,2020,Water,Groundwater,19.27
Michigan,Flint,2020,Air,Thermal,20.03
Michigan,Flint,2020,Soil,Light,20.94
Michigan,Flint,2020,Water,Inferior Irrigation,22.76
Michigan,Flint,2020,Air,Urban Activities,32.25
Michigan,Flint,2020,Soil,Solid Waste,-95.63
Michigan,Flint,2020,Water,Industrial,33.49
Michigan,Flint,2020,Air,Inorganic Fertilizers,-95.38
Michigan,Flint,2020,Soil,Oxygen-depletion,34.34
Michigan,Flint,2020,Water,Surface water,37.5
Michigan,Flint,2020,Air,Chemical,38.9
Michigan,Flint,2020,Soil,Groundwater,39.37
Oregon,Detroit,2019,Water,Oxygen-depletion,40.01
Oregon,Detroit,2019,Air,Surface water,41.43
Oregon,Detroit,2019,Soil,Chemical,-88.76
Oregon,Detroit,2019,Water,Groundwater,40.14
Oregon,Detroit,2019,Air,Thermal,-84.13
Oregon,Detroit,2019,Soil,Light,-83.56
Oregon,Detroit,2019,Water,Inferior Irrigation,49.79
Oregon,Detroit,2019,Air,Urban Activities,50.42
Oregon,Detroit,2019,Soil,Solid Waste,49.51
Oregon,Detroit,2019,Water,Industrial,50.11
Oregon,Detroit,2019,Air,Inorganic Fertilizers,-75.41
Oregon,Detroit,2019,Soil,Oxygen-depletion,54.23
Oregon,Detroit,2019,Water,Surface water,55.29
Oregon,Detroit,2019,Air,Chemical,57.11
Oregon,Detroit,2019,Soil,Groundwater,63.92
Michigan,Portland,2020,Water,Oxygen-depletion,-65.62
Michigan,Portland,2020,Air,Surface water,-62.81
Michigan,Portland,2020,Soil,Chemical,-59.17
Michigan,Portland,2020,Water,Groundwater,70.07
Michigan,Portland,2020,Air,Thermal,-57.03
Michigan,Portland,2020,Soil,Light,75.35
Michigan,Portland,2020,Water,Inferior Irrigation,80.11
Michigan,Portland,2020,Air,Urban Activities,81.36
Michigan,Portland,2020,Soil,Solid Waste,83.22
Michigan,Portland,2020,Water,Industrial,-44.45
Michigan,Portland,2020,Air,Inorganic Fertilizers,85.22
Michigan,Portland,2020,Soil,Oxygen-depletion,-41.36
Michigan,Portland,2020,Water,Surface water,-40.83
Michigan,Portland,2020,Air,Chemical,-37.96
Michigan,Portland,2020,Soil,Groundwater,-36.42
Oregon,Redmond,2019,Water,Oxygen-depletion,91.64
Oregon,Redmond,2019,Air,Surface water,91.47
Oregon,Redmond,2019,Soil,Chemical,-33.46
Oregon,Redmond,2019,Water,Groundwater,-29.3
Oregon,Redmond,2019,Air,Thermal,-28.51
Oregon,Redmond,2019,Soil,Light,-25.11
Oregon,Redmond,2019,Water,Inferior Irrigation,-25.56
Oregon,Redmond,2019,Air,Urban Activities,-25.54
Oregon,Redmond,2019,Soil,Solid Waste,-16.9
Oregon,Redmond,2019,Water,Industrial,-13.87
Oregon,Redmond,2019,Air,Inorganic Fertilizers,-13.82
Oregon,Redmond,2019,Soil,Oxygen-depletion,-10.87
Oregon,Redmond,2019,Water,Surface water,-9.18
Oregon,Redmond,2019,Air,Chemical,-8.23
Oregon,Redmond,2019,Soil,Groundwater,-5.3
