Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q2,June,0.82
Production,Workshop,Q1,April,0.83
Production,Workshop,Q2,May,3.42
Production,Workshop,Q1,February,8.74
Production,Workshop,Q2,March,11.03
Production,Workshop,Q1,January,12.75
Residential,Factory,Q2,June,13.22
Residential,Factory,Q1,April,15.24
Residential,Factory,Q2,May,21.31
Residential,Factory,Q1,February,23.34
Residential,Factory,Q2,March,29.5
Residential,Factory,Q1,January,31.3
Culture,Hotel,Q2,June,33.39
Culture,Hotel,Q1,April,33.79
Culture,Hotel,Q2,May,35.47
Culture,Hotel,Q1,February,36.51
Culture,Hotel,Q2,March,37.32
Culture,Hotel,Q1,January,38.65
Production,House,Q2,June,49.82
Production,House,Q1,April,51.82
Production,House,Q2,May,55.89
Production,House,Q1,February,57.2
Production,House,Q2,March,63.98
Production,House,Q1,January,64.13
Residential,Theatre,Q2,June,65.05
Residential,Theatre,Q1,April,70.19
Residential,Theatre,Q2,May,72.94
Residential,Theatre,Q1,February,73.84
Residential,Theatre,Q2,March,74.78
Residential,Theatre,Q1,January,74.06
Culture,Museum,Q2,June,73.63
Culture,Museum,Q1,April,77.27
Culture,Museum,Q2,May,77.41
Culture,Museum,Q1,February,86.08
Culture,Museum,Q2,March,95.55
Culture,Museum,Q1,January,96.1
