Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q3,July,Florida,Tampa,6.23
Production,Factory,Q1,August,Oregon,Salem,6.34
Production,Factory,Q2,January,Florida,Portland,8.63
Production,Factory,Q3,March,Oregon,Tampa,9.48
Production,Factory,Q1,May,Florida,Salem,10.48
Production,Factory,Q2,June,Oregon,Portland,13.74
Service,Workshop,Q3,July,Florida,Tampa,22.3
Service,Workshop,Q1,August,Oregon,Salem,25.56
Service,Workshop,Q2,January,Florida,Portland,32.42
Service,Workshop,Q3,March,Oregon,Tampa,38.66
Service,Workshop,Q1,May,Florida,Salem,42.98
Service,Workshop,Q2,June,Oregon,Portland,43.33
Production,Library,Q3,July,Florida,Tampa,46.74
Production,Library,Q1,August,Oregon,Salem,54.92
Production,Library,Q2,January,Florida,Portland,57.6
Production,Library,Q3,March,Oregon,Tampa,57.65
Production,Library,Q1,May,Florida,Salem,66.55
Production,Library,Q2,June,Oregon,Portland,74.04
Service,School,Q3,July,Florida,Tampa,84.03
Service,School,Q1,August,Oregon,Salem,87.73
Service,School,Q2,January,Florida,Portland,89.94
Service,School,Q3,March,Oregon,Tampa,92.58
Service,School,Q1,May,Florida,Salem,96.24
Service,School,Q2,June,Oregon,Portland,98.01
