Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q4,November,Minnesota,Minneapolis,1.62
Culture,Museum,Q1,December,Minnesota,Hastings,2.05
Culture,Museum,Q3,January,Minnesota,Minneapolis,3.19
Culture,Museum,Q4,March,Minnesota,Hastings,3.95
Culture,Museum,Q1,August,Minnesota,Minneapolis,8.28
Culture,Museum,Q3,September,Minnesota,Hastings,9.64
Culture,Museum,Q4,July,Minnesota,Minneapolis,10.53
Culture,Museum,Q1,November,Minnesota,Hastings,8.43
Culture,Museum,Q3,December,Minnesota,Minneapolis,15.61
Production,Theatre,Q4,November,Minnesota,Minneapolis,15.25
Production,Theatre,Q1,December,Minnesota,Hastings,21.09
Production,Theatre,Q3,January,Minnesota,Minneapolis,25.03
Production,Theatre,Q4,March,Minnesota,Hastings,26.35
Production,Theatre,Q1,August,Minnesota,Minneapolis,29.94
Production,Theatre,Q3,September,Minnesota,Hastings,29.72
Production,Theatre,Q4,July,Minnesota,Minneapolis,31.09
Production,Theatre,Q1,November,Minnesota,Hastings,32.66
Production,Theatre,Q3,December,Minnesota,Minneapolis,34.0
Residential,Factory,Q4,November,Minnesota,Minneapolis,36.95
Residential,Factory,Q1,December,Minnesota,Hastings,39.43
Residential,Factory,Q3,January,Minnesota,Minneapolis,41.89
Residential,Factory,Q4,March,Minnesota,Hastings,42.6
Residential,Factory,Q1,August,Minnesota,Minneapolis,43.61
Residential,Factory,Q3,September,Minnesota,Hastings,45.47
Residential,Factory,Q4,July,Minnesota,Minneapolis,47.44
Residential,Factory,Q1,November,Minnesota,Hastings,47.77
Residential,Factory,Q3,December,Minnesota,Minneapolis,51.55
Culture,Workshop,Q4,November,Minnesota,Minneapolis,55.96
Culture,Workshop,Q1,December,Minnesota,Hastings,57.51
Culture,Workshop,Q3,January,Minnesota,Minneapolis,60.07
Culture,Workshop,Q4,March,Minnesota,Hastings,61.89
Culture,Workshop,Q1,August,Minnesota,Minneapolis,62.76
Culture,Workshop,Q3,September,Minnesota,Hastings,63.37
Culture,Workshop,Q4,July,Minnesota,Minneapolis,64.2
Culture,Workshop,Q1,November,Minnesota,Hastings,65.42
Culture,Workshop,Q3,December,Minnesota,Minneapolis,62.37
Production,House,Q4,November,Minnesota,Minneapolis,68.04
Production,House,Q1,December,Minnesota,Hastings,68.1
Production,House,Q3,January,Minnesota,Minneapolis,70.48
Production,House,Q4,March,Minnesota,Hastings,68.97
Production,House,Q1,August,Minnesota,Minneapolis,70.56
Production,House,Q3,September,Minnesota,Hastings,69.03
Production,House,Q4,July,Minnesota,Minneapolis,74.86
Production,House,Q1,November,Minnesota,Hastings,73.14
Production,House,Q3,December,Minnesota,Minneapolis,68.09
Residential,Hotel,Q4,November,Minnesota,Minneapolis,77.72
Residential,Hotel,Q1,December,Minnesota,Hastings,78.72
Residential,Hotel,Q3,January,Minnesota,Minneapolis,75.48
Residential,Hotel,Q4,March,Minnesota,Hastings,80.24
Residential,Hotel,Q1,August,Minnesota,Minneapolis,83.62
Residential,Hotel,Q3,September,Minnesota,Hastings,84.87
Residential,Hotel,Q4,July,Minnesota,Minneapolis,84.0
Residential,Hotel,Q1,November,Minnesota,Hastings,87.26
Residential,Hotel,Q3,December,Minnesota,Minneapolis,87.66
Culture,Apartment,Q4,November,Minnesota,Minneapolis,68.15
Culture,Apartment,Q1,December,Minnesota,Hastings,91.35
Culture,Apartment,Q3,January,Minnesota,Minneapolis,92.57
Culture,Apartment,Q4,March,Minnesota,Hastings,69.81
Culture,Apartment,Q1,August,Minnesota,Minneapolis,94.07
Culture,Apartment,Q3,September,Minnesota,Hastings,95.14
Culture,Apartment,Q4,July,Minnesota,Minneapolis,96.38
Culture,Apartment,Q1,November,Minnesota,Hastings,97.23
Culture,Apartment,Q3,December,Minnesota,Minneapolis,97.55
