Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,March,0.69
Residential,Hotel,Q2,February,4.81
Residential,Hotel,Q1,January,4.96
Residential,Hotel,Q2,May,11.78
Residential,Hotel,Q1,April,12.57
Residential,Hotel,Q2,March,16.42
Culture,House,Q1,March,17.39
Culture,House,Q2,February,19.35
Culture,House,Q1,January,20.96
Culture,House,Q2,May,34.23
Culture,House,Q1,April,34.79
Culture,House,Q2,March,40.95
Residential,Apartment,Q1,March,42.94
Residential,Apartment,Q2,February,42.14
Residential,Apartment,Q1,January,51.28
Residential,Apartment,Q2,May,51.36
Residential,Apartment,Q1,April,53.08
Residential,Apartment,Q2,March,53.48
Culture,Concert,Q1,March,55.06
Culture,Concert,Q2,February,57.34
Culture,Concert,Q1,January,60.76
Culture,Concert,Q2,May,64.98
Culture,Concert,Q1,April,68.71
Culture,Concert,Q2,March,69.41
Residential,Theatre,Q1,March,68.38
Residential,Theatre,Q2,February,74.15
Residential,Theatre,Q1,January,76.34
Residential,Theatre,Q2,May,78.26
Residential,Theatre,Q1,April,79.66
Residential,Theatre,Q2,March,78.6
Culture,Museum,Q1,March,81.78
Culture,Museum,Q2,February,84.9
Culture,Museum,Q1,January,87.34
Culture,Museum,Q2,May,93.24
Culture,Museum,Q1,April,97.16
Culture,Museum,Q2,March,99.87
