State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Massachusetts,Boston,2022,Air,Light,2.14
Massachusetts,Boston,2022,Soil,Thermal,2.82
Massachusetts,Boston,2022,Water,Inorganic Fertilizers,4.78
Massachusetts,Boston,2022,Air,Industrial,5.71
Massachusetts,Boston,2022,Soil,Solid Waste,5.07
Massachusetts,Boston,2022,Water,Inferior Irrigation,11.18
Massachusetts,Boston,2022,Air,Urban Activities,13.3
Massachusetts,Boston,2022,Soil,Chemical,16.07
Massachusetts,Boston,2022,Water,Oxygen-depletion,17.07
Massachusetts,Boston,2022,Air,Groundwater,17.6
Massachusetts,Boston,2022,Soil,Surface water,21.69
Massachusetts,Boston,2022,Water,Light,28.35
Massachusetts,Boston,2022,Air,Thermal,30.02
Massachusetts,Boston,2022,Soil,Inorganic Fertilizers,31.65
Massachusetts,Boston,2022,Water,Industrial,33.08
Michigan,Cambridge,2015,Air,Light,40.64
Michigan,Cambridge,2015,Soil,Thermal,41.02
Michigan,Cambridge,2015,Water,Inorganic Fertilizers,44.43
Michigan,Cambridge,2015,Air,Industrial,46.87
Michigan,Cambridge,2015,Soil,Solid Waste,47.36
Michigan,Cambridge,2015,Water,Inferior Irrigation,48.43
Michigan,Cambridge,2015,Air,Urban Activities,46.97
Michigan,Cambridge,2015,Soil,Chemical,52.48
Michigan,Cambridge,2015,Water,Oxygen-depletion,55.27
Michigan,Cambridge,2015,Air,Groundwater,55.11
Michigan,Cambridge,2015,Soil,Surface water,57.27
Michigan,Cambridge,2015,Water,Light,62.08
Michigan,Cambridge,2015,Air,Thermal,65.83
Michigan,Cambridge,2015,Soil,Inorganic Fertilizers,66.65
Michigan,Cambridge,2015,Water,Industrial,68.59
Georgia,Port Huron,2021,Air,Light,72.48
Georgia,Port Huron,2021,Soil,Thermal,73.56
Georgia,Port Huron,2021,Water,Inorganic Fertilizers,76.35
Georgia,Port Huron,2021,Air,Industrial,78.85
Georgia,Port Huron,2021,Soil,Solid Waste,79.9
Georgia,Port Huron,2021,Water,Inferior Irrigation,80.68
Georgia,Port Huron,2021,Air,Urban Activities,80.85
Georgia,Port Huron,2021,Soil,Chemical,82.64
Georgia,Port Huron,2021,Water,Oxygen-depletion,83.84
Georgia,Port Huron,2021,Air,Groundwater,86.78
Georgia,Port Huron,2021,Soil,Surface water,90.81
Georgia,Port Huron,2021,Water,Light,93.24
Georgia,Port Huron,2021,Air,Thermal,0.9
Georgia,Port Huron,2021,Soil,Inorganic Fertilizers,-0.15
Georgia,Port Huron,2021,Water,Industrial,-99.34
Massachusetts,Flint,2022,Air,Light,-96.67
Massachusetts,Flint,2022,Soil,Thermal,-95.3
Massachusetts,Flint,2022,Water,Inorganic Fertilizers,-94.74
Massachusetts,Flint,2022,Air,Industrial,-93.73
Massachusetts,Flint,2022,Soil,Solid Waste,-91.8
Massachusetts,Flint,2022,Water,Inferior Irrigation,-90.02
Massachusetts,Flint,2022,Air,Urban Activities,-90.52
Massachusetts,Flint,2022,Soil,Chemical,-87.51
Massachusetts,Flint,2022,Water,Oxygen-depletion,-81.84
Massachusetts,Flint,2022,Air,Groundwater,-80.26
Massachusetts,Flint,2022,Soil,Surface water,-78.37
Massachusetts,Flint,2022,Water,Light,-77.35
Massachusetts,Flint,2022,Air,Thermal,-76.07
Massachusetts,Flint,2022,Soil,Inorganic Fertilizers,-75.88
Massachusetts,Flint,2022,Water,Industrial,-78.49
Michigan,Columbus,2015,Air,Light,-73.69
Michigan,Columbus,2015,Soil,Thermal,-75.03
Michigan,Columbus,2015,Water,Inorganic Fertilizers,-69.2
Michigan,Columbus,2015,Air,Industrial,-65.62
Michigan,Columbus,2015,Soil,Solid Waste,-60.67
Michigan,Columbus,2015,Water,Inferior Irrigation,-58.62
Michigan,Columbus,2015,Air,Urban Activities,-55.4
Michigan,Columbus,2015,Soil,Chemical,-55.24
Michigan,Columbus,2015,Water,Oxygen-depletion,-52.8
Michigan,Columbus,2015,Air,Groundwater,-45.58
Michigan,Columbus,2015,Soil,Surface water,-43.31
Michigan,Columbus,2015,Water,Light,-43.1
Michigan,Columbus,2015,Air,Thermal,-41.78
Michigan,Columbus,2015,Soil,Inorganic Fertilizers,-43.57
Michigan,Columbus,2015,Water,Industrial,-37.47
Georgia,Albany,2021,Air,Light,-32.72
Georgia,Albany,2021,Soil,Thermal,-31.41
Georgia,Albany,2021,Water,Inorganic Fertilizers,-27.41
Georgia,Albany,2021,Air,Industrial,-25.84
Georgia,Albany,2021,Soil,Solid Waste,-23.6
Georgia,Albany,2021,Water,Inferior Irrigation,-20.9
Georgia,Albany,2021,Air,Urban Activities,-16.23
Georgia,Albany,2021,Soil,Chemical,-15.64
Georgia,Albany,2021,Water,Oxygen-depletion,-12.76
Georgia,Albany,2021,Air,Groundwater,-11.65
Georgia,Albany,2021,Soil,Surface water,-8.54
Georgia,Albany,2021,Water,Light,-7.57
Georgia,Albany,2021,Air,Thermal,-5.53
Georgia,Albany,2021,Soil,Inorganic Fertilizers,-4.67
Georgia,Albany,2021,Water,Industrial,-1.04
