Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2021,Humidity,High,0.8
2021,Wind,Low,1.15
2021,Temperature,Storm,3.73
2021,Humidity,Calm,4.8
2021,Wind,Breeze,3.75
2021,Temperature,31-40,6.79
2021,Humidity,21-30,6.57
2021,Wind,High,8.76
2021,Temperature,Low,11.62
2015,Humidity,High,11.69
2015,Wind,Low,13.87
2015,Temperature,Storm,13.37
2015,Humidity,Calm,14.54
2015,Wind,Breeze,16.15
2015,Temperature,31-40,17.81
2015,Humidity,21-30,18.55
2015,Wind,High,19.35
2015,Temperature,Low,20.26
2022,Humidity,High,20.24
2022,Wind,Low,22.71
2022,Temperature,Storm,22.15
2022,Humidity,Calm,23.86
2022,Wind,Breeze,18.29
2022,Temperature,31-40,26.61
2022,Humidity,21-30,15.02
2022,Wind,High,17.11
2022,Temperature,Low,17.19
