State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Portland,Air,Noise,3.98
Oregon,Portland,Soil,Thermal,4.84
Oregon,Portland,Air,Light,8.91
Oregon,Portland,Soil,Inferior Irrigation,24.54
Oregon,Portland,Air,Solid Waste,24.16
Oregon,Portland,Soil,Urban Activities,24.25
Oregon,Portland,Air,Inorganic Fertilizers,27.38
Oregon,Portland,Soil,Industrial,28.51
Oregon,Portland,Air,Noise,27.3
Oregon,Portland,Soil,Thermal,30.63
Maryland,Redmond,Air,Noise,33.02
Maryland,Redmond,Soil,Thermal,34.11
Maryland,Redmond,Air,Light,35.4
Maryland,Redmond,Soil,Inferior Irrigation,35.83
Maryland,Redmond,Air,Solid Waste,37.95
Maryland,Redmond,Soil,Urban Activities,34.71
Maryland,Redmond,Air,Inorganic Fertilizers,39.81
Maryland,Redmond,Soil,Industrial,42.91
Maryland,Redmond,Air,Noise,43.74
Maryland,Redmond,Soil,Thermal,48.3
Michigan,Salem,Air,Noise,49.6
Michigan,Salem,Soil,Thermal,51.96
Michigan,Salem,Air,Light,52.16
Michigan,Salem,Soil,Inferior Irrigation,54.83
Michigan,Salem,Air,Solid Waste,65.44
Michigan,Salem,Soil,Urban Activities,66.06
Michigan,Salem,Air,Inorganic Fertilizers,66.8
Michigan,Salem,Soil,Industrial,70.77
Michigan,Salem,Air,Noise,77.18
Michigan,Salem,Soil,Thermal,78.47
Oregon,Aberdeen,Air,Noise,77.38
Oregon,Aberdeen,Soil,Thermal,79.18
Oregon,Aberdeen,Air,Light,81.64
Oregon,Aberdeen,Soil,Inferior Irrigation,83.5
Oregon,Aberdeen,Air,Solid Waste,89.74
Oregon,Aberdeen,Soil,Urban Activities,90.75
Oregon,Aberdeen,Air,Inorganic Fertilizers,94.83
Oregon,Aberdeen,Soil,Industrial,95.11
Oregon,Aberdeen,Air,Noise,98.7
Oregon,Aberdeen,Soil,Thermal,99.92
Maryland,Columbia,Air,Noise,-96.22
Maryland,Columbia,Soil,Thermal,-96.83
Maryland,Columbia,Air,Light,-94.36
Maryland,Columbia,Soil,Inferior Irrigation,-95.08
Maryland,Columbia,Air,Solid Waste,-91.37
Maryland,Columbia,Soil,Urban Activities,-90.72
Maryland,Columbia,Air,Inorganic Fertilizers,-81.45
Maryland,Columbia,Soil,Industrial,-77.95
Maryland,Columbia,Air,Noise,-75.36
Maryland,Columbia,Soil,Thermal,-74.69
Michigan,Baltimore,Air,Noise,-68.33
Michigan,Baltimore,Soil,Thermal,-67.2
Michigan,Baltimore,Air,Light,-68.38
Michigan,Baltimore,Soil,Inferior Irrigation,-64.39
Michigan,Baltimore,Air,Solid Waste,-58.63
Michigan,Baltimore,Soil,Urban Activities,-56.11
Michigan,Baltimore,Air,Inorganic Fertilizers,-56.1
Michigan,Baltimore,Soil,Industrial,-50.29
Michigan,Baltimore,Air,Noise,-49.88
Michigan,Baltimore,Soil,Thermal,-47.57
Oregon,Detroit,Air,Noise,-42.79
Oregon,Detroit,Soil,Thermal,-39.92
Oregon,Detroit,Air,Light,-37.57
Oregon,Detroit,Soil,Inferior Irrigation,-35.02
Oregon,Detroit,Air,Solid Waste,-30.88
Oregon,Detroit,Soil,Urban Activities,-30.96
Oregon,Detroit,Air,Inorganic Fertilizers,-28.12
Oregon,Detroit,Soil,Industrial,-25.37
Oregon,Detroit,Air,Noise,-25.28
Oregon,Detroit,Soil,Thermal,-23.71
Maryland,Port Huron,Air,Noise,-22.58
Maryland,Port Huron,Soil,Thermal,-21.21
Maryland,Port Huron,Air,Light,-24.44
Maryland,Port Huron,Soil,Inferior Irrigation,-24.86
Maryland,Port Huron,Air,Solid Waste,-23.82
Maryland,Port Huron,Soil,Urban Activities,-15.18
Maryland,Port Huron,Air,Inorganic Fertilizers,-13.07
Maryland,Port Huron,Soil,Industrial,-12.63
Maryland,Port Huron,Air,Noise,-7.5
Maryland,Port Huron,Soil,Thermal,-6.29
