Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2022,Meat,Beef,513.74
Import,2022,Dairy,Chicken,770.02
Import,2022,Beverage,Yoghurt,263.84
Import,2022,Meat,Butter,776.45
Import,2022,Dairy,Tea,271.86
Import,2022,Beverage,Juice,533.4
Import,2018,Meat,Beef,536.43
Import,2018,Dairy,Chicken,416.73
Import,2018,Beverage,Yoghurt,165.29
Import,2018,Meat,Butter,422.11
Import,2018,Dairy,Tea,809.39
Import,2018,Beverage,Juice,558.27
Import,2021,Meat,Beef,306.15
Import,2021,Dairy,Chicken,586.78
Import,2021,Beverage,Yoghurt,593.04
Import,2021,Meat,Butter,851.18
Import,2021,Dairy,Tea,217.12
Import,2021,Beverage,Juice,889.95
Import,2022,Meat,Beef,354.19
Import,2022,Dairy,Chicken,870.12
Import,2022,Beverage,Yoghurt,236.54
Import,2022,Meat,Butter,370.44
Import,2022,Dairy,Tea,375.13
Import,2022,Beverage,Juice,761.73
