State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Michigan,Detroit,Air,Light,1.57
Michigan,Detroit,Water,Noise,2.07
Michigan,Detroit,Soil,Thermal,2.99
Michigan,Detroit,Air,Groundwater,5.23
Michigan,Detroit,Water,Surface water,5.13
Michigan,Detroit,Soil,Chemical,11.71
Michigan,Detroit,Air,Oxygen-depletion,18.93
Michigan,Detroit,Water,Inferior Irrigation,19.33
Michigan,Detroit,Soil,Urban Activities,19.25
Michigan,Detroit,Air,Inorganic Fertilizers,19.71
Michigan,Detroit,Water,Solid Waste,19.42
Michigan,Detroit,Soil,Light,27.42
Georgia,Port Huron,Air,Light,27.3
Georgia,Port Huron,Water,Noise,30.74
Georgia,Port Huron,Soil,Thermal,33.79
Georgia,Port Huron,Air,Groundwater,33.22
Georgia,Port Huron,Water,Surface water,34.01
Georgia,Port Huron,Soil,Chemical,37.16
Georgia,Port Huron,Air,Oxygen-depletion,39.92
Georgia,Port Huron,Water,Inferior Irrigation,-5.03
Georgia,Port Huron,Soil,Urban Activities,41.63
Georgia,Port Huron,Air,Inorganic Fertilizers,42.35
Georgia,Port Huron,Water,Solid Waste,46.37
Georgia,Port Huron,Soil,Light,48.36
Massachusetts,Washington,Air,Light,52.85
Massachusetts,Washington,Water,Noise,54.99
Massachusetts,Washington,Soil,Thermal,54.4
Massachusetts,Washington,Air,Groundwater,57.48
Massachusetts,Washington,Water,Surface water,57.79
Massachusetts,Washington,Soil,Chemical,59.59
Massachusetts,Washington,Air,Oxygen-depletion,61.86
Massachusetts,Washington,Water,Inferior Irrigation,63.19
Massachusetts,Washington,Soil,Urban Activities,65.4
Massachusetts,Washington,Air,Inorganic Fertilizers,65.29
Massachusetts,Washington,Water,Solid Waste,65.46
Massachusetts,Washington,Soil,Light,71.57
Michigan,Columbus,Air,Light,80.91
Michigan,Columbus,Water,Noise,83.28
Michigan,Columbus,Soil,Thermal,89.06
Michigan,Columbus,Air,Groundwater,90.87
Michigan,Columbus,Water,Surface water,91.82
Michigan,Columbus,Soil,Chemical,94.56
Michigan,Columbus,Air,Oxygen-depletion,96.2
Michigan,Columbus,Water,Inferior Irrigation,97.43
Michigan,Columbus,Soil,Urban Activities,-0.37
Michigan,Columbus,Air,Inorganic Fertilizers,-98.6
Michigan,Columbus,Water,Solid Waste,-97.89
Michigan,Columbus,Soil,Light,-97.97
Georgia,Albany,Air,Light,-96.08
Georgia,Albany,Water,Noise,-94.52
Georgia,Albany,Soil,Thermal,-93.41
Georgia,Albany,Air,Groundwater,-92.78
Georgia,Albany,Water,Surface water,-91.51
Georgia,Albany,Soil,Chemical,-93.74
Georgia,Albany,Air,Oxygen-depletion,-85.03
Georgia,Albany,Water,Inferior Irrigation,-83.46
Georgia,Albany,Soil,Urban Activities,-83.57
Georgia,Albany,Air,Inorganic Fertilizers,-81.5
Georgia,Albany,Water,Solid Waste,-83.68
Georgia,Albany,Soil,Light,-79.4
Massachusetts,Lenox,Air,Light,-78.32
Massachusetts,Lenox,Water,Noise,-68.25
Massachusetts,Lenox,Soil,Thermal,-67.54
Massachusetts,Lenox,Air,Groundwater,-60.84
Massachusetts,Lenox,Water,Surface water,-59.02
Massachusetts,Lenox,Soil,Chemical,-58.14
Massachusetts,Lenox,Air,Oxygen-depletion,-58.66
Massachusetts,Lenox,Water,Inferior Irrigation,-59.09
Massachusetts,Lenox,Soil,Urban Activities,-54.19
Massachusetts,Lenox,Air,Inorganic Fertilizers,-52.28
Massachusetts,Lenox,Water,Solid Waste,-43.33
Massachusetts,Lenox,Soil,Light,-41.97
Michigan,Cambridge,Air,Light,-32.45
Michigan,Cambridge,Water,Noise,-30.23
Michigan,Cambridge,Soil,Thermal,-25.96
Michigan,Cambridge,Air,Groundwater,-23.32
Michigan,Cambridge,Water,Surface water,-20.75
Michigan,Cambridge,Soil,Chemical,-17.51
Michigan,Cambridge,Air,Oxygen-depletion,-16.31
Michigan,Cambridge,Water,Inferior Irrigation,-14.0
Michigan,Cambridge,Soil,Urban Activities,-11.12
Michigan,Cambridge,Air,Inorganic Fertilizers,-10.14
Michigan,Cambridge,Water,Solid Waste,-6.25
Michigan,Cambridge,Soil,Light,-5.99
