Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,March,0.7
Production,Factory,Q2,February,2.25
Production,Factory,Q1,January,9.6
Production,Factory,Q2,April,10.99
Production,Factory,Q1,May,10.68
Production,Factory,Q2,March,14.99
Culture,Workshop,Q1,March,16.81
Culture,Workshop,Q2,February,16.83
Culture,Workshop,Q1,January,18.28
Culture,Workshop,Q2,April,24.8
Culture,Workshop,Q1,May,25.1
Culture,Workshop,Q2,March,29.22
Service,Concert,Q1,March,29.35
Service,Concert,Q2,February,33.02
Service,Concert,Q1,January,36.59
Service,Concert,Q2,April,39.38
Service,Concert,Q1,May,40.91
Service,Concert,Q2,March,42.47
Production,Museum,Q1,March,44.46
Production,Museum,Q2,February,49.57
Production,Museum,Q1,January,50.43
Production,Museum,Q2,April,50.92
Production,Museum,Q1,May,51.86
Production,Museum,Q2,March,53.27
Culture,Theatre,Q1,March,54.2
Culture,Theatre,Q2,February,55.74
Culture,Theatre,Q1,January,57.09
Culture,Theatre,Q2,April,61.47
Culture,Theatre,Q1,May,65.92
Culture,Theatre,Q2,March,66.65
Service,Hospital,Q1,March,66.79
Service,Hospital,Q2,February,71.08
Service,Hospital,Q1,January,72.08
Service,Hospital,Q2,April,71.52
Service,Hospital,Q1,May,74.23
Service,Hospital,Q2,March,74.86
Production,Administration,Q1,March,75.55
Production,Administration,Q2,February,74.99
Production,Administration,Q1,January,76.16
Production,Administration,Q2,April,80.74
Production,Administration,Q1,May,81.05
Production,Administration,Q2,March,82.1
Culture,School,Q1,March,89.51
Culture,School,Q2,February,90.38
Culture,School,Q1,January,93.44
Culture,School,Q2,April,98.52
Culture,School,Q1,May,99.27
Culture,School,Q2,March,98.19
