Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q1,January,Nevada,Boulder City,1.84
Production,Workshop,Q3,February,Maryland,Reno,5.39
Production,Workshop,Q1,March,Nevada,Baltimore,16.1
Production,Workshop,Q3,July,Maryland,Boulder City,17.0
Production,Workshop,Q1,August,Nevada,Reno,18.69
Production,Workshop,Q3,January,Maryland,Baltimore,19.62
Service,Factory,Q1,January,Nevada,Boulder City,19.79
Service,Factory,Q3,February,Maryland,Reno,21.83
Service,Factory,Q1,March,Nevada,Baltimore,22.58
Service,Factory,Q3,July,Maryland,Boulder City,22.13
Service,Factory,Q1,August,Nevada,Reno,20.95
Service,Factory,Q3,January,Maryland,Baltimore,25.22
Residential,Administration,Q1,January,Nevada,Boulder City,26.49
Residential,Administration,Q3,February,Maryland,Reno,26.7
Residential,Administration,Q1,March,Nevada,Baltimore,25.42
Residential,Administration,Q3,July,Maryland,Boulder City,29.54
Residential,Administration,Q1,August,Nevada,Reno,29.08
Residential,Administration,Q3,January,Maryland,Baltimore,31.31
Production,School,Q1,January,Nevada,Boulder City,26.61
Production,School,Q3,February,Maryland,Reno,33.03
Production,School,Q1,March,Nevada,Baltimore,35.14
Production,School,Q3,July,Maryland,Boulder City,40.6
Production,School,Q1,August,Nevada,Reno,43.55
Production,School,Q3,January,Maryland,Baltimore,45.34
Service,House,Q1,January,Nevada,Boulder City,46.14
Service,House,Q3,February,Maryland,Reno,52.77
Service,House,Q1,March,Nevada,Baltimore,53.32
Service,House,Q3,July,Maryland,Boulder City,57.3
Service,House,Q1,August,Nevada,Reno,60.56
Service,House,Q3,January,Maryland,Baltimore,61.35
Residential,Hotel,Q1,January,Nevada,Boulder City,67.79
Residential,Hotel,Q3,February,Maryland,Reno,67.16
Residential,Hotel,Q1,March,Nevada,Baltimore,70.52
Residential,Hotel,Q3,July,Maryland,Boulder City,78.16
Residential,Hotel,Q1,August,Nevada,Reno,78.85
Residential,Hotel,Q3,January,Maryland,Baltimore,82.5
Production,Apartment,Q1,January,Nevada,Boulder City,83.17
Production,Apartment,Q3,February,Maryland,Reno,84.02
Production,Apartment,Q1,March,Nevada,Baltimore,86.46
Production,Apartment,Q3,July,Maryland,Boulder City,90.24
Production,Apartment,Q1,August,Nevada,Reno,92.07
Production,Apartment,Q3,January,Maryland,Baltimore,97.0
