Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Oregon,Portland,Wind,Calm,0.28
2022,Oregon,Portland,Humidity,Breeze,1.76
2022,Oregon,Portland,Temperature,Low,2.97
2022,Oregon,Portland,Wind,High,2.07
2022,Oregon,Portland,Humidity,Medium,4.52
2022,Oregon,Portland,Temperature,31-40,5.45
2022,Oregon,Portland,Wind,11-20,4.56
2022,Oregon,Portland,Humidity,21-30,0.83
2022,Oregon,Portland,Temperature,Calm,3.13
2019,Illinois,Salem,Wind,Calm,4.76
2019,Illinois,Salem,Humidity,Breeze,10.65
2019,Illinois,Salem,Temperature,Low,11.33
2019,Illinois,Salem,Wind,High,12.26
2019,Illinois,Salem,Humidity,Medium,13.68
2019,Illinois,Salem,Temperature,31-40,14.94
2019,Illinois,Salem,Wind,11-20,12.61
2019,Illinois,Salem,Humidity,21-30,16.73
2019,Illinois,Salem,Temperature,Calm,15.19
2022,Oregon,Redmond,Wind,Calm,18.73
2022,Oregon,Redmond,Humidity,Breeze,19.24
2022,Oregon,Redmond,Temperature,Low,20.63
2022,Oregon,Redmond,Wind,High,20.66
2022,Oregon,Redmond,Humidity,Medium,22.53
2022,Oregon,Redmond,Temperature,31-40,22.16
2022,Oregon,Redmond,Wind,11-20,24.1
2022,Oregon,Redmond,Humidity,21-30,24.21
2022,Oregon,Redmond,Temperature,Calm,26.53
2019,Illinois,Chicago,Wind,Calm,26.84
2019,Illinois,Chicago,Humidity,Breeze,23.91
2019,Illinois,Chicago,Temperature,Low,21.76
2019,Illinois,Chicago,Wind,High,27.84
2019,Illinois,Chicago,Humidity,Medium,22.97
2019,Illinois,Chicago,Temperature,31-40,25.24
2019,Illinois,Chicago,Wind,11-20,25.78
2019,Illinois,Chicago,Humidity,21-30,10.35
2019,Illinois,Chicago,Temperature,Calm,1.7
2022,Oregon,Champaign,Wind,Calm,12.56
2022,Oregon,Champaign,Humidity,Breeze,12.48
2022,Oregon,Champaign,Temperature,Low,15.44
2022,Oregon,Champaign,Wind,High,17.44
2022,Oregon,Champaign,Humidity,Medium,6.8
2022,Oregon,Champaign,Temperature,31-40,19.26
2022,Oregon,Champaign,Wind,11-20,6.88
2022,Oregon,Champaign,Humidity,21-30,6.28
2022,Oregon,Champaign,Temperature,Calm,22.08
