Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,January,5.97
Residential,Hotel,Q2,March,7.31
Residential,Hotel,Q3,April,7.12
Residential,Hotel,Q1,May,10.74
Residential,Hotel,Q2,July,11.61
Residential,Hotel,Q3,August,22.64
Culture,House,Q1,January,23.53
Culture,House,Q2,March,23.74
Culture,House,Q3,April,23.76
Culture,House,Q1,May,28.64
Culture,House,Q2,July,40.71
Culture,House,Q3,August,44.38
Residential,Apartment,Q1,January,45.54
Residential,Apartment,Q2,March,46.84
Residential,Apartment,Q3,April,50.32
Residential,Apartment,Q1,May,55.66
Residential,Apartment,Q2,July,55.29
Residential,Apartment,Q3,August,57.13
Culture,Theatre,Q1,January,58.08
Culture,Theatre,Q2,March,59.61
Culture,Theatre,Q3,April,60.37
Culture,Theatre,Q1,May,61.3
Culture,Theatre,Q2,July,59.44
Culture,Theatre,Q3,August,71.68
Residential,Museum,Q1,January,72.17
Residential,Museum,Q2,March,72.9
Residential,Museum,Q3,April,75.81
Residential,Museum,Q1,May,81.23
Residential,Museum,Q2,July,82.7
Residential,Museum,Q3,August,86.08
Culture,Concert,Q1,January,87.55
Culture,Concert,Q2,March,96.94
Culture,Concert,Q3,April,97.12
Culture,Concert,Q1,May,96.66
Culture,Concert,Q2,July,97.4
Culture,Concert,Q3,August,99.98
