Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Minnesota,Minneapolis,Humidity,High,0.94
2018,Minnesota,Minneapolis,Wind,Medium,1.16
2018,Minnesota,Minneapolis,Humidity,Breeze,1.8
2018,Minnesota,Minneapolis,Wind,Storm,3.18
2018,Minnesota,Minneapolis,Humidity,Calm,1.1
2018,Minnesota,Minneapolis,Wind,High,4.12
2015,Massachusetts,Rochester,Humidity,High,4.57
2015,Massachusetts,Rochester,Wind,Medium,5.72
2015,Massachusetts,Rochester,Humidity,Breeze,1.07
2015,Massachusetts,Rochester,Wind,Storm,1.62
2015,Massachusetts,Rochester,Humidity,Calm,10.69
2015,Massachusetts,Rochester,Wind,High,11.13
2018,Minnesota,Hastings,Humidity,High,12.89
2018,Minnesota,Hastings,Wind,Medium,12.92
2018,Minnesota,Hastings,Humidity,Breeze,12.82
2018,Minnesota,Hastings,Wind,Storm,15.89
2018,Minnesota,Hastings,Humidity,Calm,16.35
2018,Minnesota,Hastings,Wind,High,17.83
2015,Massachusetts,Boston,Humidity,High,18.28
2015,Massachusetts,Boston,Wind,Medium,17.6
2015,Massachusetts,Boston,Humidity,Breeze,20.99
2015,Massachusetts,Boston,Wind,Storm,18.57
2015,Massachusetts,Boston,Humidity,Calm,22.36
2015,Massachusetts,Boston,Wind,High,23.84
2018,Minnesota,Cambridge,Humidity,High,23.99
2018,Minnesota,Cambridge,Wind,Medium,24.27
2018,Minnesota,Cambridge,Humidity,Breeze,25.01
2018,Minnesota,Cambridge,Wind,Storm,24.71
2018,Minnesota,Cambridge,Humidity,Calm,23.15
2018,Minnesota,Cambridge,Wind,High,24.19
2015,Massachusetts,Lenox,Humidity,High,23.66
2015,Massachusetts,Lenox,Wind,Medium,14.73
2015,Massachusetts,Lenox,Humidity,Breeze,0.38
2015,Massachusetts,Lenox,Wind,Storm,17.72
2015,Massachusetts,Lenox,Humidity,Calm,18.63
2015,Massachusetts,Lenox,Wind,High,1.74
