Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Maryland,Columbia,Temperature,0-10,0.63
2016,Maryland,Columbia,Humidity,31-40,0.95
2016,Maryland,Columbia,Temperature,21-30,2.75
2016,Maryland,Columbia,Humidity,Low,3.76
2016,Maryland,Columbia,Temperature,High,2.61
2016,Maryland,Columbia,Humidity,Medium,5.11
2017,California,Baltimore,Temperature,0-10,6.04
2017,California,Baltimore,Humidity,31-40,7.68
2017,California,Baltimore,Temperature,21-30,8.46
2017,California,Baltimore,Humidity,Low,9.98
2017,California,Baltimore,Temperature,High,10.43
2017,California,Baltimore,Humidity,Medium,11.94
2016,Maryland,Aberdeen,Temperature,0-10,12.49
2016,Maryland,Aberdeen,Humidity,31-40,9.38
2016,Maryland,Aberdeen,Temperature,21-30,10.5
2016,Maryland,Aberdeen,Humidity,Low,10.37
2016,Maryland,Aberdeen,Temperature,High,8.64
2016,Maryland,Aberdeen,Humidity,Medium,17.31
2017,California,San Francisco,Temperature,0-10,18.79
2017,California,San Francisco,Humidity,31-40,13.58
2017,California,San Francisco,Temperature,21-30,18.03
2017,California,San Francisco,Humidity,Low,21.0
2017,California,San Francisco,Temperature,High,22.0
2017,California,San Francisco,Humidity,Medium,22.68
2016,Maryland,Malibu,Temperature,0-10,24.96
2016,Maryland,Malibu,Humidity,31-40,26.73
2016,Maryland,Malibu,Temperature,21-30,26.56
2016,Maryland,Malibu,Humidity,Low,2.85
2016,Maryland,Malibu,Temperature,High,9.99
2016,Maryland,Malibu,Humidity,Medium,15.82
