Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2021,Meat,Camel,486.53
Export,2021,Cereals,Duck,231.54
Export,2021,Meat,Wheat,940.8
Export,2021,Cereals,Soybeans,346.52
Export,2021,Meat,Rice,14.69
Export,2021,Cereals,Camel,175.55
Export,2016,Meat,Camel,240.42
Export,2016,Cereals,Duck,848.86
Export,2016,Meat,Wheat,50.64
Export,2016,Cereals,Soybeans,275.23
Export,2016,Meat,Rice,273.39
Export,2016,Cereals,Camel,789.76
Export,2021,Meat,Camel,854.79
Export,2021,Cereals,Duck,188.39
Export,2021,Meat,Wheat,634.89
Export,2021,Cereals,Soybeans,922.12
Export,2021,Meat,Rice,797.44
Export,2021,Cereals,Camel,191.32
