Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,December,64.34
Production,Workshop,Q1,October,32.83
Production,Workshop,Q4,February,2.91
Production,Workshop,Q1,March,70.04
Residential,Factory,Q4,December,70.13
Residential,Factory,Q1,October,8.63
Residential,Factory,Q4,February,75.82
Residential,Factory,Q1,March,12.92
Production,Hotel,Q4,December,45.97
Production,Hotel,Q1,October,14.94
Production,Hotel,Q4,February,48.53
Production,Hotel,Q1,March,49.46
Residential,House,Q4,December,20.23
Residential,House,Q1,October,54.27
Residential,House,Q4,February,62.79
Residential,House,Q1,March,30.55
