State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Chicago,Air,Light,1.6
Illinois,Chicago,Soil,Thermal,5.56
Illinois,Chicago,Water,Noise,7.32
Illinois,Chicago,Air,Inorganic Fertilizers,13.21
Illinois,Chicago,Soil,Urban Activities,16.25
Illinois,Chicago,Water,Inferior Irrigation,18.84
Illinois,Chicago,Air,Oxygen-depletion,18.61
Illinois,Chicago,Soil,Surface water,20.77
Illinois,Chicago,Water,Groundwater,21.4
Illinois,Chicago,Air,Chemical,25.3
Illinois,Chicago,Soil,Light,26.08
Illinois,Chicago,Water,Thermal,27.79
California,Champaign,Air,Light,27.74
California,Champaign,Soil,Thermal,30.32
California,Champaign,Water,Noise,31.75
California,Champaign,Air,Inorganic Fertilizers,33.97
California,Champaign,Soil,Urban Activities,34.6
California,Champaign,Water,Inferior Irrigation,35.83
California,Champaign,Air,Oxygen-depletion,36.75
California,Champaign,Soil,Surface water,38.16
California,Champaign,Water,Groundwater,39.82
California,Champaign,Air,Chemical,40.11
California,Champaign,Soil,Light,41.92
California,Champaign,Water,Thermal,46.04
Nevada,Malibu,Air,Light,51.51
Nevada,Malibu,Soil,Thermal,56.4
Nevada,Malibu,Water,Noise,59.22
Nevada,Malibu,Air,Inorganic Fertilizers,61.49
Nevada,Malibu,Soil,Urban Activities,61.04
Nevada,Malibu,Water,Inferior Irrigation,61.95
Nevada,Malibu,Air,Oxygen-depletion,66.91
Nevada,Malibu,Soil,Surface water,69.94
Nevada,Malibu,Water,Groundwater,72.35
Nevada,Malibu,Air,Chemical,75.18
Nevada,Malibu,Soil,Light,77.18
Nevada,Malibu,Water,Thermal,77.26
Illinois,Berkeley,Air,Light,82.95
Illinois,Berkeley,Soil,Thermal,85.86
Illinois,Berkeley,Water,Noise,86.19
Illinois,Berkeley,Air,Inorganic Fertilizers,87.75
Illinois,Berkeley,Soil,Urban Activities,87.99
Illinois,Berkeley,Water,Inferior Irrigation,91.35
Illinois,Berkeley,Air,Oxygen-depletion,92.7
Illinois,Berkeley,Soil,Surface water,95.86
Illinois,Berkeley,Water,Groundwater,99.28
Illinois,Berkeley,Air,Chemical,-0.13
Illinois,Berkeley,Soil,Light,-99.28
Illinois,Berkeley,Water,Thermal,-95.11
California,San Francisco,Air,Light,-93.09
California,San Francisco,Soil,Thermal,-93.51
California,San Francisco,Water,Noise,-88.3
California,San Francisco,Air,Inorganic Fertilizers,-88.76
California,San Francisco,Soil,Urban Activities,-86.56
California,San Francisco,Water,Inferior Irrigation,-84.64
California,San Francisco,Air,Oxygen-depletion,-83.52
California,San Francisco,Soil,Surface water,-82.17
California,San Francisco,Water,Groundwater,-78.34
California,San Francisco,Air,Chemical,-78.51
California,San Francisco,Soil,Light,-75.39
California,San Francisco,Water,Thermal,-74.17
Nevada,Reno,Air,Light,-74.87
Nevada,Reno,Soil,Thermal,-70.48
Nevada,Reno,Water,Noise,-69.67
Nevada,Reno,Air,Inorganic Fertilizers,-68.03
Nevada,Reno,Soil,Urban Activities,-70.07
Nevada,Reno,Water,Inferior Irrigation,-69.13
Nevada,Reno,Air,Oxygen-depletion,-65.84
Nevada,Reno,Soil,Surface water,-64.61
Nevada,Reno,Water,Groundwater,-67.27
Nevada,Reno,Air,Chemical,-61.09
Nevada,Reno,Soil,Light,-51.9
Nevada,Reno,Water,Thermal,-51.46
Illinois,Boulder City,Air,Light,-49.4
Illinois,Boulder City,Soil,Thermal,-47.74
Illinois,Boulder City,Water,Noise,-43.85
Illinois,Boulder City,Air,Inorganic Fertilizers,-39.86
Illinois,Boulder City,Soil,Urban Activities,-38.69
Illinois,Boulder City,Water,Inferior Irrigation,-37.93
Illinois,Boulder City,Air,Oxygen-depletion,-39.73
Illinois,Boulder City,Soil,Surface water,-35.34
Illinois,Boulder City,Water,Groundwater,-34.23
Illinois,Boulder City,Air,Chemical,-34.81
Illinois,Boulder City,Soil,Light,-31.89
Illinois,Boulder City,Water,Thermal,-31.99
California,Las Vegas,Air,Light,-29.99
California,Las Vegas,Soil,Thermal,-26.5
California,Las Vegas,Water,Noise,-24.77
California,Las Vegas,Air,Inorganic Fertilizers,-21.75
California,Las Vegas,Soil,Urban Activities,-20.03
California,Las Vegas,Water,Inferior Irrigation,-20.97
California,Las Vegas,Air,Oxygen-depletion,-17.9
California,Las Vegas,Soil,Surface water,-17.11
California,Las Vegas,Water,Groundwater,-15.38
California,Las Vegas,Air,Chemical,-12.9
California,Las Vegas,Soil,Light,-11.23
California,Las Vegas,Water,Thermal,-2.45
