State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Baltimore,Water,Groundwater,1.19
Maryland,Baltimore,Air,Chemical,1.67
Maryland,Baltimore,Soil,Surface water,6.92
Maryland,Baltimore,Water,Oxygen-depletion,9.53
Maryland,Baltimore,Air,Thermal,11.71
Maryland,Baltimore,Soil,Light,14.47
Maryland,Baltimore,Water,Industrial,19.78
Maryland,Baltimore,Air,Urban Activities,21.17
Maryland,Baltimore,Soil,Solid Waste,23.09
Maryland,Baltimore,Water,Inferior Irrigation,25.4
Maryland,Baltimore,Air,Groundwater,25.27
Maryland,Baltimore,Soil,Chemical,26.53
Florida,Aberdeen,Water,Groundwater,-96.36
Florida,Aberdeen,Air,Chemical,34.34
Florida,Aberdeen,Soil,Surface water,-91.35
Florida,Aberdeen,Water,Oxygen-depletion,-90.74
Florida,Aberdeen,Air,Thermal,-91.44
Florida,Aberdeen,Soil,Light,39.46
Florida,Aberdeen,Water,Industrial,-87.68
Florida,Aberdeen,Air,Urban Activities,-82.66
Florida,Aberdeen,Soil,Solid Waste,46.38
Florida,Aberdeen,Water,Inferior Irrigation,-82.13
Florida,Aberdeen,Air,Groundwater,49.39
Florida,Aberdeen,Soil,Chemical,-79.8
Maryland,Columbia,Water,Groundwater,46.98
Maryland,Columbia,Air,Chemical,53.03
Maryland,Columbia,Soil,Surface water,-67.74
Maryland,Columbia,Water,Oxygen-depletion,62.52
Maryland,Columbia,Air,Thermal,-64.44
Maryland,Columbia,Soil,Light,-64.49
Maryland,Columbia,Water,Industrial,-60.89
Maryland,Columbia,Air,Urban Activities,69.61
Maryland,Columbia,Soil,Solid Waste,70.93
Maryland,Columbia,Water,Inferior Irrigation,-59.47
Maryland,Columbia,Air,Groundwater,73.1
Maryland,Columbia,Soil,Chemical,-54.23
Florida,Fort Lauderdale,Water,Groundwater,76.01
Florida,Fort Lauderdale,Air,Chemical,76.46
Florida,Fort Lauderdale,Soil,Surface water,-52.52
Florida,Fort Lauderdale,Water,Oxygen-depletion,79.19
Florida,Fort Lauderdale,Air,Thermal,80.86
Florida,Fort Lauderdale,Soil,Light,81.77
Florida,Fort Lauderdale,Water,Industrial,-44.74
Florida,Fort Lauderdale,Air,Urban Activities,-43.91
Florida,Fort Lauderdale,Soil,Solid Waste,86.92
Florida,Fort Lauderdale,Water,Inferior Irrigation,-39.95
Florida,Fort Lauderdale,Air,Groundwater,-38.98
Florida,Fort Lauderdale,Soil,Chemical,90.95
Maryland,Tampa,Water,Groundwater,91.97
Maryland,Tampa,Air,Chemical,-35.87
Maryland,Tampa,Soil,Surface water,-33.79
Maryland,Tampa,Water,Oxygen-depletion,-31.43
Maryland,Tampa,Air,Thermal,99.46
Maryland,Tampa,Soil,Light,-28.83
Maryland,Tampa,Water,Industrial,-5.75
Maryland,Tampa,Air,Urban Activities,-17.21
Maryland,Tampa,Soil,Solid Waste,-17.44
Maryland,Tampa,Water,Inferior Irrigation,-13.79
Maryland,Tampa,Air,Groundwater,-8.2
Maryland,Tampa,Soil,Chemical,-5.28
