Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q4,December,Illinois,Springfield,3.76
Production,Factory,Q1,November,Florida,Tampa,7.88
Production,Factory,Q2,January,Illinois,Springfield,9.29
Production,Factory,Q4,February,Florida,Tampa,12.16
Production,Factory,Q1,May,Illinois,Springfield,13.44
Production,Factory,Q2,April,Florida,Tampa,16.11
Production,Factory,Q4,June,Illinois,Springfield,25.47
Production,Factory,Q1,December,Florida,Tampa,25.21
Production,Factory,Q2,November,Illinois,Springfield,26.02
Culture,Workshop,Q4,December,Illinois,Springfield,30.41
Culture,Workshop,Q1,November,Florida,Tampa,33.63
Culture,Workshop,Q2,January,Illinois,Springfield,38.95
Culture,Workshop,Q4,February,Florida,Tampa,43.42
Culture,Workshop,Q1,May,Illinois,Springfield,44.61
Culture,Workshop,Q2,April,Florida,Tampa,45.33
Culture,Workshop,Q4,June,Illinois,Springfield,46.57
Culture,Workshop,Q1,December,Florida,Tampa,46.44
Culture,Workshop,Q2,November,Illinois,Springfield,49.96
Production,Concert,Q4,December,Illinois,Springfield,52.59
Production,Concert,Q1,November,Florida,Tampa,53.59
Production,Concert,Q2,January,Illinois,Springfield,54.2
Production,Concert,Q4,February,Florida,Tampa,53.81
Production,Concert,Q1,May,Illinois,Springfield,56.71
Production,Concert,Q2,April,Florida,Tampa,68.96
Production,Concert,Q4,June,Illinois,Springfield,71.0
Production,Concert,Q1,December,Florida,Tampa,72.09
Production,Concert,Q2,November,Illinois,Springfield,73.02
Culture,Museum,Q4,December,Illinois,Springfield,79.21
Culture,Museum,Q1,November,Florida,Tampa,87.4
Culture,Museum,Q2,January,Illinois,Springfield,87.01
Culture,Museum,Q4,February,Florida,Tampa,87.56
Culture,Museum,Q1,May,Illinois,Springfield,88.6
Culture,Museum,Q2,April,Florida,Tampa,94.57
Culture,Museum,Q4,June,Illinois,Springfield,94.19
Culture,Museum,Q1,December,Florida,Tampa,96.69
Culture,Museum,Q2,November,Illinois,Springfield,98.11
