State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Baltimore,Air,Light,5.83
Maryland,Baltimore,Water,Thermal,20.12
Maryland,Baltimore,Air,Noise,30.5
Maryland,Baltimore,Water,Chemical,31.24
Maryland,Baltimore,Air,Oxygen-depletion,34.88
Maryland,Baltimore,Water,Surface water,-93.01
Maryland,Baltimore,Air,Groundwater,35.29
Maryland,Baltimore,Water,Light,38.9
Oregon,Columbia,Air,Light,39.85
Oregon,Columbia,Water,Thermal,39.97
Oregon,Columbia,Air,Noise,-87.55
Oregon,Columbia,Water,Chemical,43.9
Oregon,Columbia,Air,Oxygen-depletion,-83.85
Oregon,Columbia,Water,Surface water,-82.94
Oregon,Columbia,Air,Groundwater,-81.45
Oregon,Columbia,Water,Light,48.06
Maryland,Aberdeen,Air,Light,52.38
Maryland,Aberdeen,Water,Thermal,53.16
Maryland,Aberdeen,Air,Noise,-75.64
Maryland,Aberdeen,Water,Chemical,59.97
Maryland,Aberdeen,Air,Oxygen-depletion,62.78
Maryland,Aberdeen,Water,Surface water,63.21
Maryland,Aberdeen,Air,Groundwater,-66.7
Maryland,Aberdeen,Water,Light,66.68
Oregon,Redmond,Air,Light,-61.11
Oregon,Redmond,Water,Thermal,-60.86
Oregon,Redmond,Air,Noise,76.91
Oregon,Redmond,Water,Chemical,77.23
Oregon,Redmond,Air,Oxygen-depletion,84.45
Oregon,Redmond,Water,Surface water,-39.15
Oregon,Redmond,Air,Groundwater,-37.16
Oregon,Redmond,Water,Light,-33.22
Maryland,Salem,Air,Light,-32.8
Maryland,Salem,Water,Thermal,96.27
Maryland,Salem,Air,Noise,-24.12
Maryland,Salem,Water,Chemical,-21.11
Maryland,Salem,Air,Oxygen-depletion,-21.98
Maryland,Salem,Water,Surface water,-12.41
Maryland,Salem,Air,Groundwater,-10.43
Maryland,Salem,Water,Light,-9.28
