State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Chicago,Air,Light,0.32
Illinois,Chicago,Water,Thermal,0.5
Illinois,Chicago,Air,Noise,4.05
Illinois,Chicago,Water,Surface water,5.97
Illinois,Chicago,Air,Groundwater,6.27
Illinois,Chicago,Water,Chemical,6.0
Illinois,Chicago,Air,Oxygen-depletion,11.62
Illinois,Chicago,Water,Light,12.24
Minnesota,Champaign,Air,Light,13.56
Minnesota,Champaign,Water,Thermal,12.07
Minnesota,Champaign,Air,Noise,19.85
Minnesota,Champaign,Water,Surface water,21.51
Minnesota,Champaign,Air,Groundwater,28.48
Minnesota,Champaign,Water,Chemical,33.52
Minnesota,Champaign,Air,Oxygen-depletion,-94.95
Minnesota,Champaign,Water,Light,-93.85
Illinois,Springfield,Air,Light,-92.17
Illinois,Springfield,Water,Thermal,39.76
Illinois,Springfield,Air,Noise,-83.6
Illinois,Springfield,Water,Surface water,-79.25
Illinois,Springfield,Air,Groundwater,50.62
Illinois,Springfield,Water,Chemical,-76.26
Illinois,Springfield,Air,Oxygen-depletion,-73.61
Illinois,Springfield,Water,Light,-71.13
Minnesota,Rochester,Air,Light,-63.92
Minnesota,Rochester,Water,Thermal,-57.18
Minnesota,Rochester,Air,Noise,-55.18
Minnesota,Rochester,Water,Surface water,73.15
Minnesota,Rochester,Air,Groundwater,80.2
Minnesota,Rochester,Water,Chemical,-44.51
Minnesota,Rochester,Air,Oxygen-depletion,94.0
Minnesota,Rochester,Water,Light,-33.06
Illinois,Hastings,Air,Light,96.57
Illinois,Hastings,Water,Thermal,-32.06
Illinois,Hastings,Air,Noise,-27.7
Illinois,Hastings,Water,Surface water,-26.74
Illinois,Hastings,Air,Groundwater,-9.05
Illinois,Hastings,Water,Chemical,-7.92
Illinois,Hastings,Air,Oxygen-depletion,-6.08
Illinois,Hastings,Water,Light,-5.41
