Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q3,July,Michigan,Flint,1.0
Residential,Apartment,Q1,August,Michigan,Flint,1.44
Residential,Apartment,Q2,September,Michigan,Flint,3.95
Residential,Apartment,Q3,March,Michigan,Flint,6.04
Residential,Apartment,Q1,January,Michigan,Flint,8.66
Residential,Apartment,Q2,May,Michigan,Flint,8.06
Residential,Apartment,Q3,April,Michigan,Flint,8.1
Residential,Apartment,Q1,July,Michigan,Flint,9.97
Residential,Apartment,Q2,August,Michigan,Flint,12.88
Culture,Hotel,Q3,July,Michigan,Flint,10.71
Culture,Hotel,Q1,August,Michigan,Flint,11.05
Culture,Hotel,Q2,September,Michigan,Flint,15.47
Culture,Hotel,Q3,March,Michigan,Flint,15.82
Culture,Hotel,Q1,January,Michigan,Flint,15.92
Culture,Hotel,Q2,May,Michigan,Flint,18.9
Culture,Hotel,Q3,April,Michigan,Flint,18.24
Culture,Hotel,Q1,July,Michigan,Flint,20.72
Culture,Hotel,Q2,August,Michigan,Flint,23.45
Service,Concert,Q3,July,Michigan,Flint,24.17
Service,Concert,Q1,August,Michigan,Flint,25.0
Service,Concert,Q2,September,Michigan,Flint,26.0
Service,Concert,Q3,March,Michigan,Flint,25.08
Service,Concert,Q1,January,Michigan,Flint,29.76
Service,Concert,Q2,May,Michigan,Flint,29.2
Service,Concert,Q3,April,Michigan,Flint,29.65
Service,Concert,Q1,July,Michigan,Flint,33.71
Service,Concert,Q2,August,Michigan,Flint,35.3
Residential,Theatre,Q3,July,Michigan,Flint,39.57
Residential,Theatre,Q1,August,Michigan,Flint,40.65
Residential,Theatre,Q2,September,Michigan,Flint,41.25
Residential,Theatre,Q3,March,Michigan,Flint,42.87
Residential,Theatre,Q1,January,Michigan,Flint,43.74
Residential,Theatre,Q2,May,Michigan,Flint,42.23
Residential,Theatre,Q3,April,Michigan,Flint,45.32
Residential,Theatre,Q1,July,Michigan,Flint,47.95
Residential,Theatre,Q2,August,Michigan,Flint,49.61
Culture,Museum,Q3,July,Michigan,Flint,52.7
Culture,Museum,Q1,August,Michigan,Flint,53.82
Culture,Museum,Q2,September,Michigan,Flint,54.27
Culture,Museum,Q3,March,Michigan,Flint,55.71
Culture,Museum,Q1,January,Michigan,Flint,54.59
Culture,Museum,Q2,May,Michigan,Flint,58.82
Culture,Museum,Q3,April,Michigan,Flint,58.4
Culture,Museum,Q1,July,Michigan,Flint,59.12
Culture,Museum,Q2,August,Michigan,Flint,60.89
Service,Hospital,Q3,July,Michigan,Flint,61.32
Service,Hospital,Q1,August,Michigan,Flint,60.97
Service,Hospital,Q2,September,Michigan,Flint,0.17
Service,Hospital,Q3,March,Michigan,Flint,62.02
Service,Hospital,Q1,January,Michigan,Flint,66.28
Service,Hospital,Q2,May,Michigan,Flint,66.38
Service,Hospital,Q3,April,Michigan,Flint,68.2
Service,Hospital,Q1,July,Michigan,Flint,66.9
Service,Hospital,Q2,August,Michigan,Flint,70.74
Residential,School,Q3,July,Michigan,Flint,71.53
Residential,School,Q1,August,Michigan,Flint,65.67
Residential,School,Q2,September,Michigan,Flint,75.67
Residential,School,Q3,March,Michigan,Flint,77.37
Residential,School,Q1,January,Michigan,Flint,79.03
Residential,School,Q2,May,Michigan,Flint,80.42
Residential,School,Q3,April,Michigan,Flint,81.63
Residential,School,Q1,July,Michigan,Flint,82.76
Residential,School,Q2,August,Michigan,Flint,84.91
Culture,Library,Q3,July,Michigan,Flint,86.96
Culture,Library,Q1,August,Michigan,Flint,86.09
Culture,Library,Q2,September,Michigan,Flint,90.46
Culture,Library,Q3,March,Michigan,Flint,91.69
Culture,Library,Q1,January,Michigan,Flint,92.68
Culture,Library,Q2,May,Michigan,Flint,95.65
Culture,Library,Q3,April,Michigan,Flint,96.8
Culture,Library,Q1,July,Michigan,Flint,97.06
Culture,Library,Q2,August,Michigan,Flint,99.3
