State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,Air,Noise,2.61
Oregon,Redmond,Water,Thermal,6.67
Oregon,Redmond,Air,Light,14.57
Oregon,Redmond,Water,Oxygen-depletion,16.74
Oregon,Redmond,Air,Groundwater,17.06
Oregon,Redmond,Water,Noise,21.86
Nevada,Portland,Air,Noise,22.27
Nevada,Portland,Water,Thermal,-92.57
Nevada,Portland,Air,Light,-87.12
Nevada,Portland,Water,Oxygen-depletion,-86.03
Nevada,Portland,Air,Groundwater,-82.28
Nevada,Portland,Water,Noise,-80.49
California,Las Vegas,Air,Noise,-80.14
California,Las Vegas,Water,Thermal,51.3
California,Las Vegas,Air,Light,-77.55
California,Las Vegas,Water,Oxygen-depletion,-71.04
California,Las Vegas,Air,Groundwater,58.1
California,Las Vegas,Water,Noise,-69.24
Oregon,Reno,Air,Noise,-70.27
Oregon,Reno,Water,Thermal,-67.48
Oregon,Reno,Air,Light,59.27
Oregon,Reno,Water,Oxygen-depletion,65.25
Oregon,Reno,Air,Groundwater,66.52
Oregon,Reno,Water,Noise,68.53
Nevada,Berkeley,Air,Noise,68.2
Nevada,Berkeley,Water,Thermal,-57.91
Nevada,Berkeley,Air,Light,-54.59
Nevada,Berkeley,Water,Oxygen-depletion,75.46
Nevada,Berkeley,Air,Groundwater,76.65
Nevada,Berkeley,Water,Noise,78.77
California,Malibu,Air,Noise,85.92
California,Malibu,Water,Thermal,-43.0
California,Malibu,Air,Light,88.81
California,Malibu,Water,Oxygen-depletion,-38.25
California,Malibu,Air,Groundwater,-36.85
California,Malibu,Water,Noise,-7.73
Oregon,San Francisco,Air,Noise,95.71
Oregon,San Francisco,Water,Thermal,-33.64
Oregon,San Francisco,Air,Light,97.81
Oregon,San Francisco,Water,Oxygen-depletion,-23.03
Oregon,San Francisco,Air,Groundwater,-13.32
Oregon,San Francisco,Water,Noise,-7.64
