Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2019,Q3,Meat,Chicken,897.56
Import,2019,Q3,Cereals,Beef,140.41
Import,2019,Q3,Meat,Pork,910.61
Import,2019,Q3,Cereals,Corn,661.5
Import,2019,Q3,Meat,Rice,923.8
Import,2019,Q3,Cereals,Soybeans,671.51
Import,2015,Q3,Meat,Chicken,801.28
Import,2015,Q3,Cereals,Beef,420.68
Import,2015,Q3,Meat,Pork,679.44
Import,2015,Q3,Cereals,Corn,427.94
Import,2015,Q3,Meat,Rice,818.67
Import,2015,Q3,Cereals,Soybeans,309.13
Import,2019,Q3,Meat,Chicken,951.57
Import,2019,Q3,Cereals,Beef,696.11
Import,2019,Q3,Meat,Pork,700.23
Import,2019,Q3,Cereals,Corn,704.88
Import,2019,Q3,Meat,Rice,454.58
Import,2019,Q3,Cereals,Soybeans,590.98
Import,2015,Q3,Meat,Chicken,863.61
Import,2015,Q3,Cereals,Beef,991.63
Import,2015,Q3,Meat,Pork,739.68
Import,2015,Q3,Cereals,Corn,748.43
Import,2015,Q3,Meat,Rice,503.64
Import,2015,Q3,Cereals,Soybeans,380.45
