Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q3,July,Michigan,Detroit,0.88
Production,Factory,Q2,August,Oregon,Redmond,4.32
Production,Factory,Q3,June,Michigan,Salem,5.81
Production,Factory,Q2,April,Oregon,Detroit,5.21
Production,Factory,Q3,May,Michigan,Redmond,7.9
Production,Factory,Q2,July,Oregon,Salem,7.37
Residential,Workshop,Q3,July,Michigan,Detroit,9.54
Residential,Workshop,Q2,August,Oregon,Redmond,4.15
Residential,Workshop,Q3,June,Michigan,Salem,11.1
Residential,Workshop,Q2,April,Oregon,Detroit,12.38
Residential,Workshop,Q3,May,Michigan,Redmond,13.08
Residential,Workshop,Q2,July,Oregon,Salem,14.65
Culture,Apartment,Q3,July,Michigan,Detroit,19.56
Culture,Apartment,Q2,August,Oregon,Redmond,21.19
Culture,Apartment,Q3,June,Michigan,Salem,26.1
Culture,Apartment,Q2,April,Oregon,Detroit,27.62
Culture,Apartment,Q3,May,Michigan,Redmond,29.48
Culture,Apartment,Q2,July,Oregon,Salem,30.33
Production,House,Q3,July,Michigan,Detroit,30.52
Production,House,Q2,August,Oregon,Redmond,35.94
Production,House,Q3,June,Michigan,Salem,35.92
Production,House,Q2,April,Oregon,Detroit,37.12
Production,House,Q3,May,Michigan,Redmond,37.71
Production,House,Q2,July,Oregon,Salem,40.7
Residential,Hotel,Q3,July,Michigan,Detroit,42.78
Residential,Hotel,Q2,August,Oregon,Redmond,44.5
Residential,Hotel,Q3,June,Michigan,Salem,47.13
Residential,Hotel,Q2,April,Oregon,Detroit,0.04
Residential,Hotel,Q3,May,Michigan,Redmond,54.61
Residential,Hotel,Q2,July,Oregon,Salem,54.48
Culture,Museum,Q3,July,Michigan,Detroit,57.28
Culture,Museum,Q2,August,Oregon,Redmond,58.43
Culture,Museum,Q3,June,Michigan,Salem,61.27
Culture,Museum,Q2,April,Oregon,Detroit,64.58
Culture,Museum,Q3,May,Michigan,Redmond,65.83
Culture,Museum,Q2,July,Oregon,Salem,66.61
Production,Theatre,Q3,July,Michigan,Detroit,67.36
Production,Theatre,Q2,August,Oregon,Redmond,70.4
Production,Theatre,Q3,June,Michigan,Salem,75.25
Production,Theatre,Q2,April,Oregon,Detroit,78.2
Production,Theatre,Q3,May,Michigan,Redmond,78.88
Production,Theatre,Q2,July,Oregon,Salem,79.2
Residential,Concert,Q3,July,Michigan,Detroit,81.69
Residential,Concert,Q2,August,Oregon,Redmond,83.03
Residential,Concert,Q3,June,Michigan,Salem,85.3
Residential,Concert,Q2,April,Oregon,Detroit,87.48
Residential,Concert,Q3,May,Michigan,Redmond,98.88
Residential,Concert,Q2,July,Oregon,Salem,99.54
