Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Nevada,Boulder City,Temperature,31-40,0.58
2016,Nevada,Boulder City,Wind,0-10,2.44
2016,Nevada,Boulder City,Temperature,Storm,3.72
2016,Nevada,Boulder City,Wind,Calm,4.29
2017,California,Reno,Temperature,31-40,5.94
2017,California,Reno,Wind,0-10,6.41
2017,California,Reno,Temperature,Storm,7.26
2017,California,Reno,Wind,Calm,4.17
2016,Illinois,Las Vegas,Temperature,31-40,7.79
2016,Illinois,Las Vegas,Wind,0-10,8.51
2016,Illinois,Las Vegas,Temperature,Storm,11.62
2016,Illinois,Las Vegas,Wind,Calm,7.74
2017,Nevada,Los-Angeles,Temperature,31-40,13.92
2017,Nevada,Los-Angeles,Wind,0-10,13.08
2017,Nevada,Los-Angeles,Temperature,Storm,15.35
2017,Nevada,Los-Angeles,Wind,Calm,16.37
2016,California,San Francisco,Temperature,31-40,16.39
2016,California,San Francisco,Wind,0-10,16.97
2016,California,San Francisco,Temperature,Storm,17.83
2016,California,San Francisco,Wind,Calm,16.74
2017,Illinois,Malibu,Temperature,31-40,21.49
2017,Illinois,Malibu,Wind,0-10,17.01
2017,Illinois,Malibu,Temperature,Storm,20.07
2017,Illinois,Malibu,Wind,Calm,23.57
2016,Nevada,Champaign,Temperature,31-40,25.84
2016,Nevada,Champaign,Wind,0-10,25.5
2016,Nevada,Champaign,Temperature,Storm,26.45
2016,Nevada,Champaign,Wind,Calm,24.1
2017,California,Chicago,Temperature,31-40,21.63
2017,California,Chicago,Wind,0-10,26.78
2017,California,Chicago,Temperature,Storm,23.52
2017,California,Chicago,Wind,Calm,23.88
2016,Illinois,Springfield,Temperature,31-40,5.18
2016,Illinois,Springfield,Wind,0-10,0.16
2016,Illinois,Springfield,Temperature,Storm,15.98
2016,Illinois,Springfield,Wind,Calm,7.21
