State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Detroit,2019,Water,Groundwater,8.84
Michigan,Detroit,2019,Air,Surface water,13.97
Michigan,Detroit,2019,Soil,Chemical,19.51
Michigan,Detroit,2019,Water,Oxygen-depletion,23.27
Michigan,Detroit,2019,Air,Noise,33.05
Michigan,Detroit,2019,Soil,Thermal,33.1
Michigan,Detroit,2019,Water,Light,35.94
Michigan,Detroit,2019,Air,Industrial,36.93
Michigan,Detroit,2019,Soil,Inferior Irrigation,36.88
Michigan,Detroit,2019,Water,Inorganic Fertilizers,34.37
Michigan,Detroit,2019,Air,Urban Activities,-94.35
Michigan,Detroit,2019,Soil,Groundwater,40.77
California,Flint,2021,Water,Groundwater,-86.21
California,Flint,2021,Air,Surface water,-83.3
California,Flint,2021,Soil,Chemical,-81.55
California,Flint,2021,Water,Oxygen-depletion,49.35
California,Flint,2021,Air,Noise,-78.13
California,Flint,2021,Soil,Thermal,-77.02
California,Flint,2021,Water,Light,52.33
California,Flint,2021,Air,Industrial,54.04
California,Flint,2021,Soil,Inferior Irrigation,-71.72
California,Flint,2021,Water,Inorganic Fertilizers,-69.61
California,Flint,2021,Air,Urban Activities,-60.55
California,Flint,2021,Soil,Groundwater,-58.1
Michigan,San Francisco,2015,Water,Groundwater,-58.03
Michigan,San Francisco,2015,Air,Surface water,-54.25
Michigan,San Francisco,2015,Soil,Chemical,75.92
Michigan,San Francisco,2015,Water,Oxygen-depletion,78.22
Michigan,San Francisco,2015,Air,Noise,-49.97
Michigan,San Francisco,2015,Soil,Thermal,-45.41
Michigan,San Francisco,2015,Water,Light,84.3
Michigan,San Francisco,2015,Air,Industrial,85.15
Michigan,San Francisco,2015,Soil,Inferior Irrigation,85.91
Michigan,San Francisco,2015,Water,Inorganic Fertilizers,88.77
Michigan,San Francisco,2015,Air,Urban Activities,-37.35
Michigan,San Francisco,2015,Soil,Groundwater,94.57
California,Malibu,2019,Water,Groundwater,95.06
California,Malibu,2019,Air,Surface water,96.5
California,Malibu,2019,Soil,Chemical,-31.49
California,Malibu,2019,Water,Oxygen-depletion,95.68
California,Malibu,2019,Air,Noise,99.34
California,Malibu,2019,Soil,Thermal,94.39
California,Malibu,2019,Water,Light,-27.84
California,Malibu,2019,Air,Industrial,-27.59
California,Malibu,2019,Soil,Inferior Irrigation,-18.62
California,Malibu,2019,Water,Inorganic Fertilizers,-18.33
California,Malibu,2019,Air,Urban Activities,-13.43
California,Malibu,2019,Soil,Groundwater,-7.24
