Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2020,Q1,Beverage,Juice,255.18
Import,2020,Q1,Meat,Tea,271.33
Import,2020,Q1,Beverage,Soda,530.02
Import,2020,Q1,Meat,Chicken,295.66
Import,2020,Q1,Beverage,Camel,41.64
Import,2020,Q1,Meat,Lamb,428.14
Import,2016,Q1,Beverage,Juice,44.96
Import,2016,Q1,Meat,Tea,46.91
Import,2016,Q1,Beverage,Soda,438.57
Import,2016,Q1,Meat,Chicken,951.58
Import,2016,Q1,Beverage,Camel,572.45
Import,2016,Q1,Meat,Lamb,961.65
Import,2020,Q1,Beverage,Juice,577.59
Import,2020,Q1,Meat,Tea,247.44
Import,2020,Q1,Beverage,Soda,347.64
Import,2020,Q1,Meat,Chicken,492.52
Import,2020,Q1,Beverage,Camel,239.3
Import,2020,Q1,Meat,Lamb,242.87
Import,2016,Q1,Beverage,Juice,885.61
Import,2016,Q1,Meat,Tea,118.04
Import,2016,Q1,Beverage,Soda,759.97
Import,2016,Q1,Meat,Chicken,763.46
Import,2016,Q1,Beverage,Camel,765.32
Import,2016,Q1,Meat,Lamb,383.19
