State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Chicago,Air,Light,2.22
Illinois,Chicago,Soil,Thermal,4.87
Illinois,Chicago,Water,Noise,4.22
Illinois,Chicago,Air,Solid Waste,4.1
Illinois,Chicago,Soil,Industrial,7.94
Illinois,Chicago,Water,Inorganic Fertilizers,8.86
Illinois,Chicago,Air,Urban Activities,6.03
Illinois,Chicago,Soil,Surface water,10.96
Illinois,Chicago,Water,Oxygen-depletion,15.21
Illinois,Chicago,Air,Groundwater,18.14
Illinois,Chicago,Soil,Chemical,27.24
Illinois,Chicago,Water,Light,28.44
Michigan,Springfield,Air,Light,30.99
Michigan,Springfield,Soil,Thermal,31.9
Michigan,Springfield,Water,Noise,32.75
Michigan,Springfield,Air,Solid Waste,37.19
Michigan,Springfield,Soil,Industrial,38.35
Michigan,Springfield,Water,Inorganic Fertilizers,39.81
Michigan,Springfield,Air,Urban Activities,39.04
Michigan,Springfield,Soil,Surface water,44.14
Michigan,Springfield,Water,Oxygen-depletion,45.73
Michigan,Springfield,Air,Groundwater,48.69
Michigan,Springfield,Soil,Chemical,49.23
Michigan,Springfield,Water,Light,50.01
Georgia,Champaign,Air,Light,50.52
Georgia,Champaign,Soil,Thermal,52.43
Georgia,Champaign,Water,Noise,53.84
Georgia,Champaign,Air,Solid Waste,53.27
Georgia,Champaign,Soil,Industrial,56.37
Georgia,Champaign,Water,Inorganic Fertilizers,58.76
Georgia,Champaign,Air,Urban Activities,60.0
Georgia,Champaign,Soil,Surface water,63.78
Georgia,Champaign,Water,Oxygen-depletion,67.05
Georgia,Champaign,Air,Groundwater,68.88
Georgia,Champaign,Soil,Chemical,68.57
Georgia,Champaign,Water,Light,70.52
Illinois,Detroit,Air,Light,69.93
Illinois,Detroit,Soil,Thermal,71.83
Illinois,Detroit,Water,Noise,74.61
Illinois,Detroit,Air,Solid Waste,74.12
Illinois,Detroit,Soil,Industrial,76.4
Illinois,Detroit,Water,Inorganic Fertilizers,79.53
Illinois,Detroit,Air,Urban Activities,79.97
Illinois,Detroit,Soil,Surface water,81.91
Illinois,Detroit,Water,Oxygen-depletion,82.1
Illinois,Detroit,Air,Groundwater,81.74
Illinois,Detroit,Soil,Chemical,85.34
Illinois,Detroit,Water,Light,92.04
Michigan,Port Huron,Air,Light,92.73
Michigan,Port Huron,Soil,Thermal,96.11
Michigan,Port Huron,Water,Noise,99.53
Michigan,Port Huron,Air,Solid Waste,99.82
Michigan,Port Huron,Soil,Industrial,0.58
Michigan,Port Huron,Water,Inorganic Fertilizers,-95.22
Michigan,Port Huron,Air,Urban Activities,-95.45
Michigan,Port Huron,Soil,Surface water,-93.13
Michigan,Port Huron,Water,Oxygen-depletion,-92.5
Michigan,Port Huron,Air,Groundwater,-94.62
Michigan,Port Huron,Soil,Chemical,-92.03
Michigan,Port Huron,Water,Light,-88.93
Georgia,Flint,Air,Light,-85.46
Georgia,Flint,Soil,Thermal,-83.97
Georgia,Flint,Water,Noise,-82.84
Georgia,Flint,Air,Solid Waste,-79.94
Georgia,Flint,Soil,Industrial,-75.2
Georgia,Flint,Water,Inorganic Fertilizers,-75.15
Georgia,Flint,Air,Urban Activities,-73.47
Georgia,Flint,Soil,Surface water,-72.01
Georgia,Flint,Water,Oxygen-depletion,-65.34
Georgia,Flint,Air,Groundwater,-63.4
Georgia,Flint,Soil,Chemical,-61.98
Georgia,Flint,Water,Light,-61.45
Illinois,Washington,Air,Light,-59.85
Illinois,Washington,Soil,Thermal,-53.23
Illinois,Washington,Water,Noise,-53.0
Illinois,Washington,Air,Solid Waste,-49.94
Illinois,Washington,Soil,Industrial,-47.62
Illinois,Washington,Water,Inorganic Fertilizers,-45.27
Illinois,Washington,Air,Urban Activities,-44.22
Illinois,Washington,Soil,Surface water,-43.82
Illinois,Washington,Water,Oxygen-depletion,-42.01
Illinois,Washington,Air,Groundwater,-42.18
Illinois,Washington,Soil,Chemical,-42.96
Illinois,Washington,Water,Light,-32.15
Michigan,Albany,Air,Light,-29.0
Michigan,Albany,Soil,Thermal,-26.42
Michigan,Albany,Water,Noise,-22.11
Michigan,Albany,Air,Solid Waste,-21.67
Michigan,Albany,Soil,Industrial,-19.03
Michigan,Albany,Water,Inorganic Fertilizers,-17.54
Michigan,Albany,Air,Urban Activities,-15.19
Michigan,Albany,Soil,Surface water,-15.93
Michigan,Albany,Water,Oxygen-depletion,-12.64
Michigan,Albany,Air,Groundwater,-9.34
Michigan,Albany,Soil,Chemical,-7.18
Michigan,Albany,Water,Light,-4.07
