Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,September,Oregon,Salem,3.86
Culture,Concert,Q1,August,Florida,Portland,4.62
Culture,Concert,Q2,July,Oregon,Fort Lauderdale,4.49
Culture,Concert,Q3,March,Florida,Salem,6.14
Culture,Concert,Q1,January,Oregon,Portland,13.34
Culture,Concert,Q2,June,Florida,Fort Lauderdale,13.86
Culture,Concert,Q3,April,Oregon,Salem,13.89
Culture,Concert,Q1,September,Florida,Portland,34.76
Culture,Concert,Q2,August,Oregon,Fort Lauderdale,35.86
Service,Theatre,Q3,September,Oregon,Salem,36.53
Service,Theatre,Q1,August,Florida,Portland,35.74
Service,Theatre,Q2,July,Oregon,Fort Lauderdale,37.86
Service,Theatre,Q3,March,Florida,Salem,36.14
Service,Theatre,Q1,January,Oregon,Portland,44.23
Service,Theatre,Q2,June,Florida,Fort Lauderdale,48.41
Service,Theatre,Q3,April,Oregon,Salem,49.06
Service,Theatre,Q1,September,Florida,Portland,48.2
Service,Theatre,Q2,August,Oregon,Fort Lauderdale,53.2
Culture,Administration,Q3,September,Oregon,Salem,57.28
Culture,Administration,Q1,August,Florida,Portland,58.85
Culture,Administration,Q2,July,Oregon,Fort Lauderdale,57.98
Culture,Administration,Q3,March,Florida,Salem,60.61
Culture,Administration,Q1,January,Oregon,Portland,57.42
Culture,Administration,Q2,June,Florida,Fort Lauderdale,59.99
Culture,Administration,Q3,April,Oregon,Salem,66.62
Culture,Administration,Q1,September,Florida,Portland,68.17
Culture,Administration,Q2,August,Oregon,Fort Lauderdale,70.53
Service,Hospital,Q3,September,Oregon,Salem,71.49
Service,Hospital,Q1,August,Florida,Portland,71.77
Service,Hospital,Q2,July,Oregon,Fort Lauderdale,75.44
Service,Hospital,Q3,March,Florida,Salem,78.69
Service,Hospital,Q1,January,Oregon,Portland,78.23
Service,Hospital,Q2,June,Florida,Fort Lauderdale,96.4
Service,Hospital,Q3,April,Oregon,Salem,96.82
Service,Hospital,Q1,September,Florida,Portland,98.09
Service,Hospital,Q2,August,Oregon,Fort Lauderdale,99.74
