Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q1,March,Oregon,Salem,0.31
Service,Administration,Q3,January,Oregon,Portland,1.42
Service,Administration,Q1,July,Oregon,Salem,14.54
Service,Administration,Q3,August,Oregon,Portland,20.54
Culture,School,Q1,March,Oregon,Salem,37.18
Culture,School,Q3,January,Oregon,Portland,40.28
Culture,School,Q1,July,Oregon,Salem,42.68
Culture,School,Q3,August,Oregon,Portland,42.02
Service,Concert,Q1,March,Oregon,Salem,48.68
Service,Concert,Q3,January,Oregon,Portland,55.81
Service,Concert,Q1,July,Oregon,Salem,59.34
Service,Concert,Q3,August,Oregon,Portland,69.57
Culture,Museum,Q1,March,Oregon,Salem,71.41
Culture,Museum,Q3,January,Oregon,Portland,72.99
Culture,Museum,Q1,July,Oregon,Salem,76.26
Culture,Museum,Q3,August,Oregon,Portland,78.02
Service,Theatre,Q1,March,Oregon,Salem,79.51
Service,Theatre,Q3,January,Oregon,Portland,80.73
Service,Theatre,Q1,July,Oregon,Salem,97.11
Service,Theatre,Q3,August,Oregon,Portland,97.23
