State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Columbia,Soil,Inferior Irrigation,10.62
Maryland,Columbia,Water,Inorganic Fertilizers,16.01
Maryland,Columbia,Air,Groundwater,22.43
Maryland,Columbia,Soil,Oxygen-depletion,23.42
Maryland,Columbia,Water,Thermal,28.49
Maryland,Columbia,Air,Light,-96.23
Maryland,Columbia,Soil,Noise,38.69
Maryland,Columbia,Water,Inferior Irrigation,-85.98
Maryland,Columbia,Air,Inorganic Fertilizers,46.69
Illinois,Baltimore,Soil,Inferior Irrigation,-81.96
Illinois,Baltimore,Water,Inorganic Fertilizers,48.26
Illinois,Baltimore,Air,Groundwater,-80.76
Illinois,Baltimore,Soil,Oxygen-depletion,-78.4
Illinois,Baltimore,Water,Thermal,47.37
Illinois,Baltimore,Air,Light,-82.67
Illinois,Baltimore,Soil,Noise,53.59
Illinois,Baltimore,Water,Inferior Irrigation,46.98
Illinois,Baltimore,Air,Inorganic Fertilizers,50.29
Maryland,Springfield,Soil,Inferior Irrigation,-78.51
Maryland,Springfield,Water,Inorganic Fertilizers,-77.55
Maryland,Springfield,Air,Groundwater,66.58
Maryland,Springfield,Soil,Oxygen-depletion,76.88
Maryland,Springfield,Water,Thermal,-52.64
Maryland,Springfield,Air,Light,-50.55
Maryland,Springfield,Soil,Noise,-46.44
Maryland,Springfield,Water,Inferior Irrigation,84.49
Maryland,Springfield,Air,Inorganic Fertilizers,86.53
Illinois,Champaign,Soil,Inferior Irrigation,87.82
Illinois,Champaign,Water,Inorganic Fertilizers,-38.88
Illinois,Champaign,Air,Groundwater,-29.15
Illinois,Champaign,Soil,Oxygen-depletion,-20.48
Illinois,Champaign,Water,Thermal,-18.94
Illinois,Champaign,Air,Light,-3.49
Illinois,Champaign,Soil,Noise,-13.06
Illinois,Champaign,Water,Inferior Irrigation,-11.28
Illinois,Champaign,Air,Inorganic Fertilizers,-3.81
