Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
BSc,Male,Non-Qatari,2021/2022,Arabic,194.77
BSc,Male,Non-Qatari,2022/2023,French,290.4
BSc,Male,Non-Qatari,2015/2016,English,420.41
BSc,Male,Non-Qatari,2019/2020,Arabic,134.28
BSc,Male,Non-Qatari,2020/2021,French,454.5
BSc,Male,Non-Qatari,2021/2022,Arabic,488.76
BSc,Male,Non-Qatari,2022/2023,French,233.73
BSc,Male,Non-Qatari,2015/2016,English,301.29
BSc,Male,Non-Qatari,2019/2020,Arabic,110.09
BSc,Male,Non-Qatari,2020/2021,French,303.05
BSc,Male,Non-Qatari,2021/2022,Arabic,242.07
BSc,Male,Non-Qatari,2022/2023,French,147.22
BSc,Male,Non-Qatari,2015/2016,English,315.67
BSc,Male,Non-Qatari,2019/2020,Arabic,478.0
BSc,Male,Non-Qatari,2020/2021,French,223.69
