State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,Soil,Solid Waste,2.68
Oregon,Redmond,Air,Inorganic Fertilizers,7.75
Oregon,Redmond,Water,Urban Activities,9.38
Oregon,Redmond,Soil,Thermal,11.63
Oregon,Redmond,Air,Light,12.43
Oregon,Redmond,Water,Noise,11.71
Oregon,Redmond,Soil,Chemical,16.3
Oregon,Redmond,Air,Surface water,21.98
Oregon,Redmond,Water,Groundwater,-98.82
Oregon,Redmond,Soil,Oxygen-depletion,-90.87
Oregon,Redmond,Air,Solid Waste,-86.06
Oregon,Redmond,Water,Inorganic Fertilizers,44.1
Maryland,Portland,Soil,Solid Waste,-83.46
Maryland,Portland,Air,Inorganic Fertilizers,47.65
Maryland,Portland,Water,Urban Activities,-81.43
Maryland,Portland,Soil,Thermal,50.36
Maryland,Portland,Air,Light,52.18
Maryland,Portland,Water,Noise,-73.25
Maryland,Portland,Soil,Chemical,-71.05
Maryland,Portland,Air,Surface water,57.66
Maryland,Portland,Water,Groundwater,60.71
Maryland,Portland,Soil,Oxygen-depletion,60.64
Maryland,Portland,Air,Solid Waste,-62.41
Maryland,Portland,Water,Inorganic Fertilizers,67.42
Oregon,Baltimore,Soil,Solid Waste,67.61
Oregon,Baltimore,Air,Inorganic Fertilizers,-55.06
Oregon,Baltimore,Water,Urban Activities,74.94
Oregon,Baltimore,Soil,Thermal,-52.22
Oregon,Baltimore,Air,Light,77.03
Oregon,Baltimore,Water,Noise,-51.58
Oregon,Baltimore,Soil,Chemical,79.7
Oregon,Baltimore,Air,Surface water,80.31
Oregon,Baltimore,Water,Groundwater,-46.94
Oregon,Baltimore,Soil,Oxygen-depletion,84.62
Oregon,Baltimore,Air,Solid Waste,85.04
Oregon,Baltimore,Water,Inorganic Fertilizers,-42.4
Maryland,Columbia,Soil,Solid Waste,-39.4
Maryland,Columbia,Air,Inorganic Fertilizers,-38.04
Maryland,Columbia,Water,Urban Activities,-37.55
Maryland,Columbia,Soil,Thermal,93.93
Maryland,Columbia,Air,Light,96.99
Maryland,Columbia,Water,Noise,-31.5
Maryland,Columbia,Soil,Chemical,98.25
Maryland,Columbia,Air,Surface water,-30.22
Maryland,Columbia,Water,Groundwater,-28.6
Maryland,Columbia,Soil,Oxygen-depletion,-20.33
Maryland,Columbia,Air,Solid Waste,-14.37
Maryland,Columbia,Water,Inorganic Fertilizers,-5.8
