Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Library,Q3,September,Florida,Fort Lauderdale,1.52
Service,Library,Q4,July,Nevada,Las Vegas,10.35
Service,Library,Q3,December,Florida,Reno,10.51
Service,Library,Q4,November,Nevada,Fort Lauderdale,17.96
Culture,Administration,Q3,September,Florida,Fort Lauderdale,22.76
Culture,Administration,Q4,July,Nevada,Las Vegas,23.46
Culture,Administration,Q3,December,Florida,Reno,24.88
Culture,Administration,Q4,November,Nevada,Fort Lauderdale,25.78
Residential,Hospital,Q3,September,Florida,Fort Lauderdale,28.25
Residential,Hospital,Q4,July,Nevada,Las Vegas,30.5
Residential,Hospital,Q3,December,Florida,Reno,32.24
Residential,Hospital,Q4,November,Nevada,Fort Lauderdale,35.59
Service,Theatre,Q3,September,Florida,Fort Lauderdale,37.2
Service,Theatre,Q4,July,Nevada,Las Vegas,41.39
Service,Theatre,Q3,December,Florida,Reno,45.06
Service,Theatre,Q4,November,Nevada,Fort Lauderdale,50.1
Culture,Concert,Q3,September,Florida,Fort Lauderdale,52.71
Culture,Concert,Q4,July,Nevada,Las Vegas,58.58
Culture,Concert,Q3,December,Florida,Reno,59.99
Culture,Concert,Q4,November,Nevada,Fort Lauderdale,59.78
Residential,Apartment,Q3,September,Florida,Fort Lauderdale,61.03
Residential,Apartment,Q4,July,Nevada,Las Vegas,61.5
Residential,Apartment,Q3,December,Florida,Reno,62.24
Residential,Apartment,Q4,November,Nevada,Fort Lauderdale,64.65
Service,House,Q3,September,Florida,Fort Lauderdale,65.44
Service,House,Q4,July,Nevada,Las Vegas,76.5
Service,House,Q3,December,Florida,Reno,84.65
Service,House,Q4,November,Nevada,Fort Lauderdale,86.02
Culture,Hotel,Q3,September,Florida,Fort Lauderdale,88.74
Culture,Hotel,Q4,July,Nevada,Las Vegas,92.0
Culture,Hotel,Q3,December,Florida,Reno,92.95
Culture,Hotel,Q4,November,Nevada,Fort Lauderdale,94.24
