Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Library,Q2,June,Georgia,Columbus,0.64
Service,Library,Q3,April,California,Albany,1.22
Service,Library,Q4,May,Georgia,San Francisco,2.74
Service,Library,Q2,July,California,Columbus,3.19
Service,Library,Q3,September,Georgia,Albany,4.49
Service,Library,Q4,December,California,San Francisco,5.8
Service,Library,Q2,October,Georgia,Columbus,2.75
Service,Library,Q3,June,California,Albany,9.62
Service,Library,Q4,April,Georgia,San Francisco,10.49
Production,Hospital,Q2,June,Georgia,Columbus,9.25
Production,Hospital,Q3,April,California,Albany,13.72
Production,Hospital,Q4,May,Georgia,San Francisco,13.01
Production,Hospital,Q2,July,California,Columbus,17.65
Production,Hospital,Q3,September,Georgia,Albany,18.37
Production,Hospital,Q4,December,California,San Francisco,20.92
Production,Hospital,Q2,October,Georgia,Columbus,20.5
Production,Hospital,Q3,June,California,Albany,20.35
Production,Hospital,Q4,April,Georgia,San Francisco,22.76
Service,School,Q2,June,Georgia,Columbus,30.3
Service,School,Q3,April,California,Albany,33.48
Service,School,Q4,May,Georgia,San Francisco,34.85
Service,School,Q2,July,California,Columbus,36.98
Service,School,Q3,September,Georgia,Albany,39.67
Service,School,Q4,December,California,San Francisco,47.98
Service,School,Q2,October,Georgia,Columbus,48.98
Service,School,Q3,June,California,Albany,48.86
Service,School,Q4,April,Georgia,San Francisco,50.35
Production,Factory,Q2,June,Georgia,Columbus,51.22
Production,Factory,Q3,April,California,Albany,55.09
Production,Factory,Q4,May,Georgia,San Francisco,57.76
Production,Factory,Q2,July,California,Columbus,58.84
Production,Factory,Q3,September,Georgia,Albany,59.89
Production,Factory,Q4,December,California,San Francisco,60.57
Production,Factory,Q2,October,Georgia,Columbus,69.22
Production,Factory,Q3,June,California,Albany,69.85
Production,Factory,Q4,April,Georgia,San Francisco,71.05
Service,Workshop,Q2,June,Georgia,Columbus,76.8
Service,Workshop,Q3,April,California,Albany,81.83
Service,Workshop,Q4,May,Georgia,San Francisco,85.1
Service,Workshop,Q2,July,California,Columbus,87.38
Service,Workshop,Q3,September,Georgia,Albany,90.94
Service,Workshop,Q4,December,California,San Francisco,91.85
Service,Workshop,Q2,October,Georgia,Columbus,93.81
Service,Workshop,Q3,June,California,Albany,96.24
Service,Workshop,Q4,April,Georgia,San Francisco,97.51
