Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2021,Wind,Storm,0.63
2021,Humidity,Calm,1.33
2021,Temperature,High,2.13
2021,Wind,Low,4.28
2021,Humidity,Medium,6.46
2021,Temperature,0-10,7.1
2021,Wind,11-20,8.2
2021,Humidity,Storm,10.79
2021,Temperature,Calm,10.58
2016,Wind,Storm,12.41
2016,Humidity,Calm,16.85
2016,Temperature,High,17.05
2016,Wind,Low,23.84
2016,Humidity,Medium,21.08
2016,Temperature,0-10,21.63
2016,Wind,11-20,23.83
2016,Humidity,Storm,24.6
2016,Temperature,Calm,22.6
