Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q3,July,Maryland,Baltimore,0.26
Culture,Museum,Q4,September,Oregon,Salem,6.31
Culture,Museum,Q3,August,Maryland,Portland,7.27
Culture,Museum,Q4,November,Oregon,Baltimore,8.93
Culture,Museum,Q3,December,Maryland,Salem,9.39
Culture,Museum,Q4,October,Oregon,Portland,10.28
Service,Concert,Q3,July,Maryland,Baltimore,11.61
Service,Concert,Q4,September,Oregon,Salem,15.02
Service,Concert,Q3,August,Maryland,Portland,15.42
Service,Concert,Q4,November,Oregon,Baltimore,16.75
Service,Concert,Q3,December,Maryland,Salem,19.88
Service,Concert,Q4,October,Oregon,Portland,21.49
Residential,School,Q3,July,Maryland,Baltimore,22.91
Residential,School,Q4,September,Oregon,Salem,29.8
Residential,School,Q3,August,Maryland,Portland,30.19
Residential,School,Q4,November,Oregon,Baltimore,29.61
Residential,School,Q3,December,Maryland,Salem,32.69
Residential,School,Q4,October,Oregon,Portland,31.22
Culture,Administration,Q3,July,Maryland,Baltimore,34.62
Culture,Administration,Q4,September,Oregon,Salem,42.26
Culture,Administration,Q3,August,Maryland,Portland,44.22
Culture,Administration,Q4,November,Oregon,Baltimore,46.76
Culture,Administration,Q3,December,Maryland,Salem,49.88
Culture,Administration,Q4,October,Oregon,Portland,53.76
Service,Apartment,Q3,July,Maryland,Baltimore,53.93
Service,Apartment,Q4,September,Oregon,Salem,53.96
Service,Apartment,Q3,August,Maryland,Portland,56.24
Service,Apartment,Q4,November,Oregon,Baltimore,57.74
Service,Apartment,Q3,December,Maryland,Salem,56.26
Service,Apartment,Q4,October,Oregon,Portland,65.22
Residential,House,Q3,July,Maryland,Baltimore,65.46
Residential,House,Q4,September,Oregon,Salem,74.59
Residential,House,Q3,August,Maryland,Portland,85.07
Residential,House,Q4,November,Oregon,Baltimore,86.96
Residential,House,Q3,December,Maryland,Salem,90.65
Residential,House,Q4,October,Oregon,Portland,95.74
