Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q1,January,Florida,Fort Lauderdale,3.83
Residential,Hotel,Q2,February,Michigan,Detroit,7.81
Residential,Hotel,Q1,May,Florida,Port Huron,10.16
Residential,Hotel,Q2,June,Michigan,Fort Lauderdale,11.43
Service,House,Q1,January,Florida,Fort Lauderdale,19.6
Service,House,Q2,February,Michigan,Detroit,22.55
Service,House,Q1,May,Florida,Port Huron,28.55
Service,House,Q2,June,Michigan,Fort Lauderdale,36.36
Residential,Administration,Q1,January,Florida,Fort Lauderdale,53.84
Residential,Administration,Q2,February,Michigan,Detroit,57.14
Residential,Administration,Q1,May,Florida,Port Huron,59.63
Residential,Administration,Q2,June,Michigan,Fort Lauderdale,62.33
Service,Hospital,Q1,January,Florida,Fort Lauderdale,74.39
Service,Hospital,Q2,February,Michigan,Detroit,77.57
Service,Hospital,Q1,May,Florida,Port Huron,80.83
Service,Hospital,Q2,June,Michigan,Fort Lauderdale,85.54
Residential,School,Q1,January,Florida,Fort Lauderdale,86.42
Residential,School,Q2,February,Michigan,Detroit,89.22
Residential,School,Q1,May,Florida,Port Huron,97.6
Residential,School,Q2,June,Michigan,Fort Lauderdale,97.68
