Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2019,Dairy,Yoghurt,641.3
Export,2019,Cereals,Cream,518.54
Export,2019,Meat,Milk,392.67
Export,2019,Dairy,Wheat,137.55
Export,2019,Cereals,Corn,653.27
Export,2019,Meat,Soybeans,145.24
Export,2019,Dairy,Pork,914.2
Export,2019,Cereals,Chicken,663.62
Export,2019,Meat,Yoghurt,166.69
Export,2015,Dairy,Yoghurt,424.0
Export,2015,Cereals,Cream,44.26
Export,2015,Meat,Milk,685.48
Export,2015,Dairy,Wheat,942.04
Export,2015,Cereals,Corn,304.73
Export,2015,Meat,Soybeans,954.83
Export,2015,Dairy,Pork,698.58
Export,2015,Cereals,Chicken,578.41
Export,2015,Meat,Yoghurt,194.94
Export,2021,Dairy,Yoghurt,67.34
Export,2021,Cereals,Cream,962.17
Export,2021,Meat,Milk,201.81
Export,2021,Dairy,Wheat,850.83
Export,2021,Cereals,Corn,594.17
Export,2021,Meat,Soybeans,596.63
Export,2021,Dairy,Pork,469.52
Export,2021,Cereals,Chicken,90.89
Export,2021,Meat,Yoghurt,989.13
Export,2019,Dairy,Yoghurt,606.68
Export,2019,Cereals,Cream,864.77
Export,2019,Meat,Milk,616.55
Export,2019,Dairy,Wheat,112.65
Export,2019,Cereals,Corn,882.91
Export,2019,Meat,Soybeans,882.35
Export,2019,Dairy,Pork,626.05
Export,2019,Cereals,Chicken,760.07
Export,2019,Meat,Yoghurt,635.09
