Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q1,February,0.8
Culture,Theatre,Q4,March,2.71
Culture,Theatre,Q1,January,3.04
Culture,Theatre,Q4,December,4.93
Culture,Theatre,Q1,November,6.9
Culture,Theatre,Q4,February,6.04
Residential,Concert,Q1,February,22.87
Residential,Concert,Q4,March,27.35
Residential,Concert,Q1,January,28.65
Residential,Concert,Q4,December,32.61
Residential,Concert,Q1,November,34.21
Residential,Concert,Q4,February,35.46
Service,Museum,Q1,February,36.33
Service,Museum,Q4,March,34.79
Service,Museum,Q1,January,41.93
Service,Museum,Q4,December,43.11
Service,Museum,Q1,November,46.72
Service,Museum,Q4,February,48.47
Culture,House,Q1,February,49.46
Culture,House,Q4,March,50.64
Culture,House,Q1,January,52.13
Culture,House,Q4,December,53.3
Culture,House,Q1,November,54.27
Culture,House,Q4,February,57.15
Residential,Hotel,Q1,February,58.72
Residential,Hotel,Q4,March,62.57
Residential,Hotel,Q1,January,63.42
Residential,Hotel,Q4,December,66.77
Residential,Hotel,Q1,November,68.54
Residential,Hotel,Q4,February,70.14
Service,School,Q1,February,72.08
Service,School,Q4,March,74.18
Service,School,Q1,January,75.5
Service,School,Q4,December,81.81
Service,School,Q1,November,83.86
Service,School,Q4,February,83.82
Culture,Administration,Q1,February,94.08
Culture,Administration,Q4,March,94.12
Culture,Administration,Q1,January,97.01
Culture,Administration,Q4,December,97.44
Culture,Administration,Q1,November,97.36
Culture,Administration,Q4,February,98.96
