Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2021,Beverage,Tea,130.5
Export,2021,Dairy,Coffee,260.06
Export,2021,Beverage,Soda,271.31
Export,2021,Dairy,Yoghurt,926.8
Export,2021,Beverage,Cheese,32.38
Export,2021,Dairy,Tea,37.03
Export,2015,Beverage,Tea,173.22
Export,2015,Dairy,Coffee,57.09
Export,2015,Beverage,Soda,317.1
Export,2015,Dairy,Yoghurt,959.42
Export,2015,Beverage,Cheese,582.92
Export,2015,Dairy,Tea,458.82
Export,2016,Beverage,Tea,460.25
Export,2016,Dairy,Coffee,600.96
Export,2016,Beverage,Soda,858.06
Export,2016,Dairy,Yoghurt,220.08
Export,2016,Beverage,Cheese,477.97
Export,2016,Dairy,Tea,98.49
Export,2021,Beverage,Tea,104.99
Export,2021,Dairy,Coffee,618.6
Export,2021,Beverage,Soda,368.03
Export,2021,Dairy,Yoghurt,881.55
Export,2021,Beverage,Cheese,503.58
Export,2021,Dairy,Tea,255.79
