State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Florida,Tampa,Water,Groundwater,10.96
Florida,Tampa,Air,Chemical,11.5
Florida,Tampa,Soil,Oxygen-depletion,53.85
Florida,Tampa,Water,Light,27.78
Florida,Tampa,Air,Noise,28.85
Florida,Tampa,Soil,Inorganic Fertilizers,-98.38
Florida,Tampa,Water,Industrial,-97.57
Florida,Tampa,Air,Inferior Irrigation,35.18
Florida,Tampa,Soil,Urban Activities,-91.19
Florida,Tampa,Water,Solid Waste,-90.48
Florida,Tampa,Air,Groundwater,-91.43
Florida,Tampa,Soil,Chemical,-87.09
Florida,Tampa,Water,Oxygen-depletion,42.17
Florida,Tampa,Air,Light,-85.41
Florida,Tampa,Soil,Noise,-85.71
Massachusetts,Fort Lauderdale,Water,Groundwater,-82.13
Massachusetts,Fort Lauderdale,Air,Chemical,-82.15
Massachusetts,Fort Lauderdale,Soil,Oxygen-depletion,-78.8
Massachusetts,Fort Lauderdale,Water,Light,51.88
Massachusetts,Fort Lauderdale,Air,Noise,52.36
Massachusetts,Fort Lauderdale,Soil,Inorganic Fertilizers,53.26
Massachusetts,Fort Lauderdale,Water,Industrial,-75.43
Massachusetts,Fort Lauderdale,Air,Inferior Irrigation,52.93
Massachusetts,Fort Lauderdale,Soil,Urban Activities,56.88
Massachusetts,Fort Lauderdale,Water,Solid Waste,56.98
Massachusetts,Fort Lauderdale,Air,Groundwater,-70.86
Massachusetts,Fort Lauderdale,Soil,Chemical,59.17
Massachusetts,Fort Lauderdale,Water,Oxygen-depletion,58.53
Massachusetts,Fort Lauderdale,Air,Light,61.09
Massachusetts,Fort Lauderdale,Soil,Noise,-66.63
Florida,Lenox,Water,Groundwater,55.3
Florida,Lenox,Air,Chemical,-64.37
Florida,Lenox,Soil,Oxygen-depletion,-72.82
Florida,Lenox,Water,Light,-65.6
Florida,Lenox,Air,Noise,67.95
Florida,Lenox,Soil,Inorganic Fertilizers,68.21
Florida,Lenox,Water,Industrial,-66.36
Florida,Lenox,Air,Inferior Irrigation,-58.71
Florida,Lenox,Soil,Urban Activities,69.11
Florida,Lenox,Water,Solid Waste,-57.9
Florida,Lenox,Air,Groundwater,75.91
Florida,Lenox,Soil,Chemical,77.94
Florida,Lenox,Water,Oxygen-depletion,78.51
Florida,Lenox,Air,Light,-50.98
Florida,Lenox,Soil,Noise,-48.15
Massachusetts,Boston,Water,Groundwater,83.5
Massachusetts,Boston,Air,Chemical,85.17
Massachusetts,Boston,Soil,Oxygen-depletion,86.19
Massachusetts,Boston,Water,Light,-8.41
Massachusetts,Boston,Air,Noise,92.91
Massachusetts,Boston,Soil,Inorganic Fertilizers,-36.95
Massachusetts,Boston,Water,Industrial,94.63
Massachusetts,Boston,Air,Inferior Irrigation,95.57
Massachusetts,Boston,Soil,Urban Activities,-34.63
Massachusetts,Boston,Water,Solid Waste,-31.74
Massachusetts,Boston,Air,Groundwater,98.78
Massachusetts,Boston,Soil,Chemical,-20.44
Massachusetts,Boston,Water,Oxygen-depletion,-14.9
Massachusetts,Boston,Air,Light,-9.92
Massachusetts,Boston,Soil,Noise,-8.1
