Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Nevada,Reno,Temperature,0-10,0.57
2021,Nevada,Reno,Wind,21-30,0.49
2021,Nevada,Reno,Temperature,Calm,2.7
2021,Nevada,Reno,Wind,Storm,2.44
2016,Illinois,Las Vegas,Temperature,0-10,4.13
2016,Illinois,Las Vegas,Wind,21-30,0.75
2016,Illinois,Las Vegas,Temperature,Calm,1.73
2016,Illinois,Las Vegas,Wind,Storm,7.99
2015,Nevada,Springfield,Temperature,0-10,8.27
2015,Nevada,Springfield,Wind,21-30,8.93
2015,Nevada,Springfield,Temperature,Calm,10.99
2015,Nevada,Springfield,Wind,Storm,12.76
2021,Illinois,Champaign,Temperature,0-10,13.4
2021,Illinois,Champaign,Wind,21-30,20.94
2021,Illinois,Champaign,Temperature,Calm,20.81
2021,Illinois,Champaign,Wind,Storm,27.97
