Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q3,July,0.36
Culture,Concert,Q1,September,1.52
Culture,Concert,Q4,February,0.33
Culture,Concert,Q3,March,5.38
Culture,Concert,Q1,January,8.18
Culture,Concert,Q4,October,9.72
Culture,Concert,Q3,November,10.42
Culture,Concert,Q1,July,10.59
Culture,Concert,Q4,September,8.49
Production,Theatre,Q3,July,14.61
Production,Theatre,Q1,September,15.15
Production,Theatre,Q4,February,14.05
Production,Theatre,Q3,March,18.77
Production,Theatre,Q1,January,19.32
Production,Theatre,Q4,October,20.75
Production,Theatre,Q3,November,20.58
Production,Theatre,Q1,July,22.55
Production,Theatre,Q4,September,23.5
Residential,Museum,Q3,July,23.47
Residential,Museum,Q1,September,31.58
Residential,Museum,Q4,February,34.5
Residential,Museum,Q3,March,36.4
Residential,Museum,Q1,January,36.57
Residential,Museum,Q4,October,38.73
Residential,Museum,Q3,November,39.64
Residential,Museum,Q1,July,40.11
Residential,Museum,Q4,September,41.76
Culture,Factory,Q3,July,42.76
Culture,Factory,Q1,September,43.29
Culture,Factory,Q4,February,37.08
Culture,Factory,Q3,March,46.2
Culture,Factory,Q1,January,47.19
Culture,Factory,Q4,October,50.12
Culture,Factory,Q3,November,51.74
Culture,Factory,Q1,July,51.4
Culture,Factory,Q4,September,53.5
Production,Workshop,Q3,July,53.21
Production,Workshop,Q1,September,58.03
Production,Workshop,Q4,February,60.98
Production,Workshop,Q3,March,60.32
Production,Workshop,Q1,January,62.66
Production,Workshop,Q4,October,62.38
Production,Workshop,Q3,November,64.98
Production,Workshop,Q1,July,63.93
Production,Workshop,Q4,September,66.97
Residential,Hotel,Q3,July,69.08
Residential,Hotel,Q1,September,70.67
Residential,Hotel,Q4,February,69.29
Residential,Hotel,Q3,March,70.38
Residential,Hotel,Q1,January,73.28
Residential,Hotel,Q4,October,73.72
Residential,Hotel,Q3,November,69.54
Residential,Hotel,Q1,July,76.96
Residential,Hotel,Q4,September,70.91
Culture,House,Q3,July,78.76
Culture,House,Q1,September,79.81
Culture,House,Q4,February,80.32
Culture,House,Q3,March,81.5
Culture,House,Q1,January,80.15
Culture,House,Q4,October,83.86
Culture,House,Q3,November,84.18
Culture,House,Q1,July,78.13
Culture,House,Q4,September,88.31
Production,Apartment,Q3,July,89.75
Production,Apartment,Q1,September,69.37
Production,Apartment,Q4,February,94.34
Production,Apartment,Q3,March,94.0
Production,Apartment,Q1,January,95.35
Production,Apartment,Q4,October,94.96
Production,Apartment,Q3,November,97.04
Production,Apartment,Q1,July,99.79
Production,Apartment,Q4,September,96.09
