Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2016,Q4,Cereals,Corn,772.11
Export,2016,Q4,Beverage,Seeds,901.46
Export,2016,Q4,Meat,Tea,917.02
Export,2016,Q4,Cereals,Juice,21.94
Export,2016,Q4,Beverage,Lamb,409.6
Export,2016,Q4,Meat,Camel,410.79
Export,2017,Q4,Cereals,Corn,678.09
Export,2017,Q4,Beverage,Seeds,557.63
Export,2017,Q4,Meat,Tea,302.19
Export,2017,Q4,Cereals,Juice,430.38
Export,2017,Q4,Beverage,Lamb,947.51
Export,2017,Q4,Meat,Camel,79.37
Export,2016,Q4,Cereals,Corn,467.72
Export,2016,Q4,Beverage,Seeds,213.37
Export,2016,Q4,Meat,Tea,599.86
Export,2016,Q4,Cereals,Juice,603.22
Export,2016,Q4,Beverage,Lamb,480.36
Export,2016,Q4,Meat,Camel,490.92
Export,2017,Q4,Cereals,Corn,108.67
Export,2017,Q4,Beverage,Seeds,621.8
Export,2017,Q4,Meat,Tea,493.42
Export,2017,Q4,Cereals,Juice,495.43
Export,2017,Q4,Beverage,Lamb,240.0
Export,2017,Q4,Meat,Camel,748.73
