Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2017,Q4,Meat,Beef,261.69
Import,2017,Q4,Dairy,Camel,778.48
Import,2017,Q4,Meat,Butter,909.11
Import,2017,Q4,Dairy,Yoghurt,782.44
Import,2017,Q4,Meat,Milk,659.86
Import,2017,Q4,Dairy,Beef,275.5
Import,2022,Q4,Meat,Beef,922.91
Import,2022,Q4,Dairy,Camel,155.78
Import,2022,Q4,Meat,Butter,669.65
Import,2022,Q4,Dairy,Yoghurt,32.5
Import,2022,Q4,Meat,Milk,290.34
Import,2022,Q4,Dairy,Beef,165.09
Import,2015,Q4,Meat,Beef,303.24
Import,2015,Q4,Dairy,Camel,48.69
Import,2015,Q4,Meat,Butter,690.31
Import,2015,Q4,Dairy,Yoghurt,949.2
Import,2015,Q4,Meat,Milk,846.0
Import,2015,Q4,Dairy,Beef,596.54
Import,2017,Q4,Meat,Beef,340.02
Import,2017,Q4,Dairy,Camel,345.34
Import,2017,Q4,Meat,Butter,219.53
Import,2017,Q4,Dairy,Yoghurt,348.9
Import,2017,Q4,Meat,Milk,352.25
Import,2017,Q4,Dairy,Beef,483.36
Import,2022,Q4,Meat,Beef,100.14
Import,2022,Q4,Dairy,Camel,484.19
Import,2022,Q4,Meat,Butter,621.15
Import,2022,Q4,Dairy,Yoghurt,497.92
Import,2022,Q4,Meat,Milk,501.59
Import,2022,Q4,Dairy,Beef,889.67
