Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2021,Temperature,21-30,1.95
2021,Wind,0-10,2.11
2021,Humidity,11-20,3.16
2021,Temperature,Storm,4.47
2021,Wind,Calm,5.82
2021,Humidity,High,5.1
2021,Temperature,Low,5.46
2021,Wind,Medium,8.05
2021,Humidity,21-30,8.9
2018,Temperature,21-30,10.9
2018,Wind,0-10,5.67
2018,Humidity,11-20,13.82
2018,Temperature,Storm,14.22
2018,Wind,Calm,15.59
2018,Humidity,High,15.08
2018,Temperature,Low,17.58
2018,Wind,Medium,15.36
2018,Humidity,21-30,14.66
2017,Temperature,21-30,20.09
2017,Wind,0-10,21.33
2017,Humidity,11-20,19.62
2017,Temperature,Storm,23.63
2017,Wind,Calm,24.14
2017,Humidity,High,25.29
2017,Temperature,Low,23.48
2017,Wind,Medium,27.57
2017,Humidity,21-30,27.76
