Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Male,2022,Q2,Fire,Slight,33.53
Male,2022,Q2,Traffic,Slight,98.86
Male,2022,Q2,Drowning,Slight,99.01
Male,2019,Q1,Fire,Slight,34.55
Male,2019,Q1,Traffic,Slight,12.41
Male,2019,Q1,Drowning,Slight,45.94
Male,2022,Q2,Fire,Slight,47.18
Male,2022,Q2,Traffic,Slight,47.21
Male,2022,Q2,Drowning,Slight,82.25
Male,2019,Q1,Fire,Slight,82.45
Male,2019,Q1,Traffic,Slight,57.41
Male,2019,Q1,Drowning,Slight,58.66
Male,2022,Q2,Fire,Slight,92.77
Male,2022,Q2,Traffic,Slight,93.61
Male,2022,Q2,Drowning,Slight,62.73
