Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q1,March,0.27
Culture,Concert,Q3,February,0.55
Culture,Concert,Q2,July,1.2
Culture,Concert,Q1,September,5.94
Culture,Concert,Q3,August,12.45
Culture,Concert,Q2,May,16.32
Culture,Concert,Q1,April,17.27
Culture,Concert,Q3,March,19.17
Culture,Concert,Q2,February,23.81
Production,Theatre,Q1,March,27.87
Production,Theatre,Q3,February,28.94
Production,Theatre,Q2,July,29.22
Production,Theatre,Q1,September,34.91
Production,Theatre,Q3,August,39.62
Production,Theatre,Q2,May,42.65
Production,Theatre,Q1,April,43.98
Production,Theatre,Q3,March,48.54
Production,Theatre,Q2,February,49.52
Culture,Factory,Q1,March,51.41
Culture,Factory,Q3,February,52.69
Culture,Factory,Q2,July,52.0
Culture,Factory,Q1,September,51.66
Culture,Factory,Q3,August,57.01
Culture,Factory,Q2,May,63.19
Culture,Factory,Q1,April,63.52
Culture,Factory,Q3,March,63.5
Culture,Factory,Q2,February,70.27
Production,Workshop,Q1,March,72.3
Production,Workshop,Q3,February,73.34
Production,Workshop,Q2,July,77.34
Production,Workshop,Q1,September,78.48
Production,Workshop,Q3,August,87.21
Production,Workshop,Q2,May,90.81
Production,Workshop,Q1,April,91.57
Production,Workshop,Q3,March,92.04
Production,Workshop,Q2,February,92.68
