State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Detroit,2021,Soil,Inorganic Fertilizers,0.71
Michigan,Detroit,2021,Water,Inferior Irrigation,0.62
Michigan,Detroit,2021,Soil,Surface water,2.0
Michigan,Detroit,2021,Water,Chemical,11.48
Michigan,Detroit,2021,Soil,Oxygen-depletion,26.4
Michigan,Detroit,2021,Water,Inorganic Fertilizers,28.49
Massachusetts,Port Huron,2018,Soil,Inorganic Fertilizers,-99.27
Massachusetts,Port Huron,2018,Water,Inferior Irrigation,30.35
Massachusetts,Port Huron,2018,Soil,Surface water,28.56
Massachusetts,Port Huron,2018,Water,Chemical,-99.06
Massachusetts,Port Huron,2018,Soil,Oxygen-depletion,35.63
Massachusetts,Port Huron,2018,Water,Inorganic Fertilizers,-88.88
California,Flint,2019,Soil,Inorganic Fertilizers,-87.88
California,Flint,2019,Water,Inferior Irrigation,-82.79
California,Flint,2019,Soil,Surface water,51.33
California,Flint,2019,Water,Chemical,-75.43
California,Flint,2019,Soil,Oxygen-depletion,53.47
California,Flint,2019,Water,Inorganic Fertilizers,-72.78
Michigan,Boston,2022,Soil,Inorganic Fertilizers,57.67
Michigan,Boston,2022,Water,Inferior Irrigation,58.27
Michigan,Boston,2022,Soil,Surface water,57.93
Michigan,Boston,2022,Water,Chemical,-67.0
Michigan,Boston,2022,Soil,Oxygen-depletion,-64.4
Michigan,Boston,2022,Water,Inorganic Fertilizers,-63.68
Massachusetts,Lenox,2021,Soil,Inorganic Fertilizers,65.7
Massachusetts,Lenox,2021,Water,Inferior Irrigation,67.47
Massachusetts,Lenox,2021,Soil,Surface water,-60.41
Massachusetts,Lenox,2021,Water,Chemical,69.75
Massachusetts,Lenox,2021,Soil,Oxygen-depletion,-60.85
Massachusetts,Lenox,2021,Water,Inorganic Fertilizers,-57.18
California,Berkeley,2018,Soil,Inorganic Fertilizers,77.39
California,Berkeley,2018,Water,Inferior Irrigation,78.21
California,Berkeley,2018,Soil,Surface water,-48.38
California,Berkeley,2018,Water,Chemical,-45.89
California,Berkeley,2018,Soil,Oxygen-depletion,84.01
California,Berkeley,2018,Water,Inorganic Fertilizers,-44.68
Michigan,San Francisco,2019,Soil,Inorganic Fertilizers,87.09
Michigan,San Francisco,2019,Water,Inferior Irrigation,-36.59
Michigan,San Francisco,2019,Soil,Surface water,92.43
Michigan,San Francisco,2019,Water,Chemical,-34.47
Michigan,San Francisco,2019,Soil,Oxygen-depletion,-33.54
Michigan,San Francisco,2019,Water,Inorganic Fertilizers,-36.34
Massachusetts,Malibu,2022,Soil,Inorganic Fertilizers,-29.15
Massachusetts,Malibu,2022,Water,Inferior Irrigation,-24.86
Massachusetts,Malibu,2022,Soil,Surface water,-21.19
Massachusetts,Malibu,2022,Water,Chemical,-18.44
Massachusetts,Malibu,2022,Soil,Oxygen-depletion,-13.11
Massachusetts,Malibu,2022,Water,Inorganic Fertilizers,-6.99
